product_id,analysis_review_count,source_review_count,title,store,price,average_rating,rating_number,form_factor,device_probability
B0170RBJ9Q,5717,5758,"sephia SP3060 Earbuds - HD Bass Driven Audio, Lightweight Aluminum in Ear Headphone, S/M/L Ear Bud Tips, Earphone Case, 3.5mm Tangle-Free Cord - for Music, Podcasts, and More (Without Mic)",sephia,14.95,4.3,33336,EARBUD_INEAR,0.90676
B074F3YW3R,5688,5749,"Bose SoundSport Free, True Wireless Earbuds, (Sweatproof Bluetooth Headphones for Workouts and Sports), Midnight Blue / Citron",Bose,222.93,4.3,39305,EARBUD_INEAR,0.958039
B0BXM18YDP,5655,5735,"Skullcandy Sesh Evo True Wireless In-Ear Bluetooth Earbuds Compatible with iPhone and Android / Charging Case and Microphone / Great for Gym, Sports, and Gaming IP55 Water Dust Resistant - Black",Skullcandy,26.0,4.1,51135,EARBUD_INEAR,0.963274
B07ZWJR9GD,5569,5647,XClear Wireless Earbuds with Immersive Sounds True 5.0 Bluetooth in-Ear Headphones with Charging Case/Quick-Pairing Stereo Calls/Built-in Microphones/IPX5 Sweatproof/Pumping Bass for Sports Black,XClear,18.02,4.0,20428,EARBUD_INEAR,0.989921
B0BM5353Z3,5497,5544,"LilGadgets Connect+ Kids Wired Headphones with Microphone, Volume Limiting for Safe Listening, Adjustable Headband, Cushioned Earpads to Ensure Comfort, for Kids, Toddlers, Boys & Girls, Pink",LilGadgets,18.95,4.4,14603,ON_EAR,0.91913
B09F66RRYN,5496,5556,"Soundpeats True Wireless Earbuds Bluetooth 5.0 Earphones with Built in Mic in-Ear Stereo Headphones for Sport, Deep Bass, Binaural Calls, One-Step Pairing, 35 Hours of Playtime, Upgraded TrueFree Plus",SoundPEATS,29.99,4.3,21646,EARBUD_INEAR,0.991199
B07BYR66X6,5423,5461,"Kinivo BTH240 Bluetooth Headphones (Black, On-Ear, Wireless Music, Hands-Free Calling, Built-in Mic, Foldable, Memory Form Earpads, Travel Bag)",Kinivo,33.99,4.0,10142,ON_EAR,0.955261
B0721MP41Q,5215,5279,"[Upgraded] Anker SoundBuds Curve Wireless Headphones, 18H Battery, IPX7 Waterproof Bluetooth Headphones, Bluetooth 5.0, Built in Mic and Carry Pouch, SweatGuard Technology for Workout, Gym, Running",Anker,,4.3,15217,EARBUD_INEAR,0.952254
B005LKB0IU,5185,5232,Kinivo BTH220 Bluetooth Stereo Headphone – Supports Wireless Music Streaming and Hands-Free Calling,Kinivo,26.99,4.1,7755,OVER_EAR,0.984649
B0105VDCZ8,5156,5187,Bose QuietComfort 25 Acoustic Noise Cancelling Headphones for Apple devices - White (Wired 3.5mm),Bose,149.99,4.5,13731,OVER_EAR,0.921975
B0BXX85J3Y,5048,5101,"Avantree Audition Pro 40 hr Bluetooth Over Ear Headphones with Mic for Music, Calls & TV, APTX Low Latency, Multipoint, Foldable Headset, Wireless & Wired for PC Computer Phone",Avantree,,4.3,11747,OVER_EAR,0.968112
B08BG7J2MN,5044,5085,Aftershokz Aeropex Mini (Rebranded as Shokz OpenRun Mini) Bone Conduction Wireless Bluetooth Headphones,Aftershokz,169.95,4.6,43149,EARBUD_INEAR,0.821998
B07HBTYBMB,4965,5003,"ICOMTOFIT Bluetooth Headset, Wireless Bluetooth Earpiece V5.0 8-10 Hours Talktime Stereo Noise Cancelling Mic, Compatible for iPhone Android Cell Phones Driving/Business/Office (Black)",ICOMTOFIT,36.99,4.2,11914,EARBUD_INEAR,0.988834
B01N6DC2ZE,4961,4997,"Bluetooth Headphones, Anker SoundBuds Slim Wireless Headphones, IPX7 Waterproof, 10H Playtime, Bluetooth 5.0, Magnetic Wireless Earbuds, Bluetooth Earbuds for Workout , Sports, Running, Gym",Anker,,4.3,28754,EARBUD_INEAR,0.986873
B08GX2W7Z4,4910,4989,"Rovking Wired Over Ear Sport Earbuds, Sweatproof in Ear Headphones for Running Gym Workout Exercise Jogging, Noise Isolating Earhook Earphones Ear Buds with Mic for Cell Phones MP3 Laptop, Black",Rovking,11.99,4.1,8257,EARBUD_INEAR,0.994533
B08DBDSVBC,4872,4916,"Sony WH-1000XM4 Wireless Premium Noise Canceling Overhead Headphones with Mic for Phone-Call and Alexa Voice Control, Midnight Blue WH1000XM4",Sony,348.0,4.7,49487,OVER_EAR,0.957574
B07FPG94RP,4817,4848,PASONOMI Bluetooth Earbuds Wireless Headphones Bluetooth Headset Wireless Earphones IPX7 Waterproof Bluetooth 5.0 Stereo Hi-Fi Sound with 2200mA Charging Case [2019 Version] (Black),PASONOMI,,3.9,8696,EARBUD_INEAR,0.994433
B07G7VT8KQ,4770,4796,"Sony WH1000XM3 Noise Cancelling Headphones, Wireless Bluetooth Over the Ear Headset – Black (2018 Version)",Sony,229.98,4.6,21645,OVER_EAR,0.986712
B0B3CL5JW7,4589,4664,"MEE audio M6 X1 Wired In-Ear Sports Headphones with Microphone and Remote – Sweatproof Secure Fit Earphones for Running, Jogging, and Gym Workouts (Black) (EP-X1-GYBK)",MEE audio,17.99,4.2,8229,EARBUD_INEAR,0.992222
B08FX6FB1S,4581,4631,APEKX Bluetooth Headphones True Wireless Earbuds with Charging Case IPX7 Waterproof Stereo Sound Earphones Built-in Mic in-Ear Headsets Deep Bass for Sport Running Black,APEKX,29.99,4.1,28108,EARBUD_INEAR,0.99967
B08N6HJ3FB,4541,4572,"Philips SHS3200BK/37 Flexible Earhook Headphones, Black",PHILIPS,14.99,4.2,9315,EARBUD_INEAR,0.893927
B00FO0IHMY,4530,4557,LG Electronics Tone Pro Bluetooth Stereo Headset - Retail Packaging - Black,LG,,4.2,6166,EARBUD_INEAR,0.978215
B086LL8V2G,4451,4495,"JLab Go Air True Wireless Bluetooth Earbuds + Charging Case | Black | Dual Connect | IP44 Sweat Resistance | Bluetooth 5.0 Connection | 3 EQ Sound Settings Signature, Balanced, Bass Boost",JLab,24.99,4.2,32335,EARBUD_INEAR,0.959853
B0BL5YHZPC,4384,4495,"Bose QuietComfort Noise Cancelling Earbuds-Bluetooth Wireless Earphones, Triple Black",Bose,149.99,4.3,33259,EARBUD_INEAR,0.981074
B09Y4HCRLM,4383,4431,MUSICOZY Sleep Headphones Bluetooth Sleep Mask 3D Wireless Music Sleeping Headphones Headband Eye Mask Sleep Earbuds for Side Sleepers Mom Men Women with Speakers Cool Tech Gadgets,MUSICOZY,24.99,4.3,17348,EARBUD_INEAR,0.964129
B09Y1K2WVJ,4357,4420,RUMIXI Wireless Earbuds with Immersive Sound True 5.0 Bluetooth in-Ear Earphones with 2000mAh Charging Case Easy-Pairing Stereo Calls/Touch Control/Built-in Micro/IPX7 Waterproof/Deep Bass for Sports,RUMIXI,23.99,4.3,20955,EARBUD_INEAR,0.988748
B0BCJKKZD4,4198,4249,"Perytong Sleeping Headphones Bluetooth Headband, Soft Sleep Headband Headphones Long Time Play Sleep Headphones Bluetooth with Built in Speakers Perfect for Sleep,Workout,Running,Yoga,Travel",Perytong,19.99,4.3,12958,OVER_EAR,0.963203
B001EZYMF4,4145,4175,"Sennheiser CX300 II CX 300 II Precision Enhanced Bass Earbuds, Black (Discontinued by Manufacturer)",Sennheiser,48.2,4.2,12775,EARBUD_INEAR,0.971354
B01EL7VTC0,4120,4177,"Bose QuietComfort 35 (Series I) Wireless Headphones, Noise Cancelling - Black",Bose,174.95,4.4,9230,OVER_EAR,0.972062
B07KQWX947,4118,4180,Koss Porta Pro Black On Ear Headphones with Case Black,Koss,39.99,4.6,15028,ON_EAR,0.971755
B09S6Y5BRG,4097,4131,"Otium Bluetooth Earbuds Wireless Headphones Bluetooth Headphones, Sports Earbuds, IPX7 Waterproof Stereo Earphones for Gym Running 15 Hours Playtime Sound Isolation Headsets",Otium,19.99,4.3,16471,EARBUD_INEAR,0.996796
B07G9YJ8GD,4048,4088,"[Updated Version] Wireless Earbuds Bluetooth Headphones IKANZI iPX7 Waterproof 72H Cycle Play Time, 2200mAh Bluetooth 5.0 Auto Pairing Wireless Earphones Bluetooth Headset with Charging (Bright Black)",iKanzi,,3.9,7227,EARBUD_INEAR,0.991791
B08VD2NX25,4018,4079,"Soundcore by Anker Life Q30 Hybrid Active Noise Cancelling Headphones with Multiple Modes, Hi-Res Sound, Custom EQ via App, 40H Playtime, Comfortable Fit, Bluetooth Headphones, Multipoint Connection",Soundcore,79.99,4.5,50896,OVER_EAR,0.966702
B0BV2BDGV7,3975,4022,"EarFun Wireless Earbuds, [2020 CES Award] Free Bluetooth 5.0 Earbuds with Wireless Charging Case, USB-C Quick Charge, IPX7 Waterproof in-Ear Wireless Headphones, Deep Bass, 30H Playtime",EarFun,39.99,4.3,16429,EARBUD_INEAR,0.990652
B0BZ49NHW2,3903,3932,"LUDOS Clamor Wired Earbuds in Ear, Noise Isolating Headphones with Microphone, 3.5mm Jack Plug, Mic and Volume Control, Memory Foam, Deep Bass, Tangle-Free Cord - Purple",LUDOS,19.97,4.3,37573,EARBUD_INEAR,0.994077
B091LXKW6C,3875,3921,"Tribit Wireless Earbuds, 100H Playtime Bluetooth 5.0 IPX8 Waterproof Touch Control True Wireless Bluetooth Earbuds with Mic Earphones in-Ear Deep Bass Built-in Mic Bluetooth Headphones, FlyBuds 3",Tribit,39.99,4.3,26678,EARBUD_INEAR,0.998539
B0B37TT7JB,3846,3872,"Skullcandy Crusher Wireless Over-Ear Bluetooth Headphones for iPhone and Android with Microphone / 40 Hours Battery Life / Extra Bass Tech / Great for Music, School, Workouts, and Gaming - Grey/Tan",Skullcandy,94.99,4.6,21600,OVER_EAR,0.982702
B095GFVX6T,3823,3860,"BEARTWO Bluetooth Headphones, Upgraded Foldable Wireless Neckband Headset with Retractable Earbuds, Noise Cancelling Stereo Earphones with Mic for Workout, Running, Driving (with Carry Case)",BEARTWO,31.98,4.1,16023,EARBUD_INEAR,0.989474
B0787KLT56,3757,3792,Kids Headphones - noot products K11 Foldable Stereo Tangle-Free 3.5mm Jack Wired Cord On-Ear Headset for Children/Teens/Boys/Girls/Smartphones/School/Kindle/Airplane Travel/Plane/Tablet (Navy/Teal),noot products,16.99,4.7,36459,ON_EAR,0.961772
B078RGL8SB,3741,3777,ELECDER i37 Kids Headphones Children Girls Boys Teens Foldable Adjustable On Ear Headphones 3.5mm Jack Compatible Cellphones Computer MP3/4 Kindle School Tablet Rose/Pink,ELECDER,16.99,4.6,26206,ON_EAR,0.93494
B01GDIUA8Y,3735,3772,"Phaiser BHS-730 Bluetooth Earbuds Runner Headset Sport Earphones with Mic and Lifetime Sweatproof Guarantee - Wireless Headphones for Running, Redheat",phaiser,,4.0,8591,EARBUD_INEAR,0.996852
B08B5F336L,3731,3808,"Earphones 3 Pack in-Ear Headphones with Microphone,3.5mm Wired Earbuds for iOS and Android Smartphones, Laptops, MP3, Gaming, Walkman(Black+White+Red)",Kirababy,,4.2,10431,EARBUD_INEAR,0.993285
B01M3575QC,3704,3730,"Phaiser BHS-750 Bluetooth Headphones Runner Headset Sport Earphones with Mic and Lifetime Sweatproof Guarantee - Wireless Earbuds for Running, Blackout",phaiser,,4.0,4306,EARBUD_INEAR,0.997973
B01DMHPT3U,3697,3733,Kidz Gear Wired Headphones for Kids - Ltd. Edition White,Kidz Gear,,4.0,4337,OVER_EAR,0.989411
B0C3GM8JQC,3692,3742,"Shure AONIC 215 Wired Sound Isolating Earbuds, Clear Sound, Single Driver, Secure In-Ear Fit, Detachable Cable, Durable Quality, Compatible with Apple & Android Devices - Blue",Shure,89.0,4.4,10383,EARBUD_INEAR,0.921637
B07NGRTX9C,3685,3732,TREBLAB XR500 - Ultimate Cordless Bluetooth Running Headphones. Best Sport Wireless Earbuds for Gym. Noise Canceling Secure-Fit IPX7 Wireless Waterproof Headphones. Workout Earphones with Mic,TREBLAB,23.97,4.2,4826,EARBUD_INEAR,0.994264
B08RTN8KZC,3651,3688,"1MORE Triple Driver In-Ear Earphones Hi-Res Headphones with High Resolution, Bass Driven Sound, MEMS Mic, In-Line Remote, High Fidelity for Smartphones/PC/Tablet - Silver",1MORE,68.59,4.1,11913,EARBUD_INEAR,0.985372
B0C3GDKZQT,3628,3674,"BEBEN Wireless Earbuds, 36H Playtime Bluetooth Headphones with Mics and Charging Case for iPhone Android, Waterproof Running Headphones for Gym Yoga Workout, Hi-Fi Sound Over Ear Buds with Earhooks",BEBEN,19.99,4.3,13108,EARBUD_INEAR,0.989081
B0B6D5X24N,3611,3644,"Motast Wireless Earbuds, Bluetooth 5.1 Earbuds 140H Playtime Bluetooth Headphones Stereo Noise Cancelling Wireless Earphones in Ear with Mic, USB-C Charging IP7 Waterproof Headset for Sport Rose Gold",Motast,35.99,4.3,21889,EARBUD_INEAR,0.999073
B08CGJ721T,3586,3628,"JBL Tune 125TWS True Wireless In-Ear Headphones - Pure Bass Sound, 32H Battery, Bluetooth, Fast Pair, Comfortable, Wireless Calls, Music, Native Voice Assistant (White)",JBL,,4.3,33434,EARBUD_INEAR,0.950161
B07VD3M6M3,3539,3588,"Bluetooth Earbuds Wireless Earbuds Bluetooth Earphones Wireless Headphones, Bluetooth 5.0 Deep Bass IPX7 Waterproof TWS Stereo in-Ear Headphones with Charging Case",OFUSHO,,4.2,11088,EARBUD_INEAR,0.999638
B07NYZ3HVP,3522,3550,AILIHEN I35 Kid Headphones with Microphone Volume Limited 93dB Children Girls Boys Teen Lightweight Foldable Wired Headset for School Online Course Chromebook Cellphones Tablets (Black/Orange),AILIHEN,14.98,4.3,9445,OVER_EAR,0.982781
B09HCCVRHL,3507,3550,"TRANYA Bluetooth 5.0 Deep Bass True Wireless Earbuds Built-in Mic, T3 Sports Wireless Headphones, 6-8 Hours Continuous Playtime, 60 Hours Total Playtime with Charging Case, IPX5 Water Proof, Blue",TRANYA,,4.3,10417,EARBUD_INEAR,0.996023
B07S9W5F2L,3479,3512,"Foldable Bluetooth Headset, Beartwo Lightweight Retractable Bluetooth Headphones for Sports&Exercise, Noise Cancelling Stereo Neckband Wireless Headset (with carry case)",BEARTWO,31.98,4.1,14234,EARBUD_INEAR,0.986718
B07ZNBZCW5,3342,3364,"Anker Soundcore Liberty Air 2 Wireless Earbuds, Diamond-Inspired Drivers, Bluetooth Earphones, 4 Mics, Noise Reduction, 28H Playtime, HearID, Bluetooth 5, Wireless Charging, for Calls, Home Office",Soundcore,,4.2,15329,EARBUD_INEAR,0.963626
B096WPKZNR,3333,3389,"Sony WF-1000XM4 Industry Leading Noise Canceling Truly Wireless Earbud Headphones with Alexa Built-in, Black",Sony,198.0,4.2,20602,EARBUD_INEAR,0.980287
B0B64W96HW,3333,3388,"Skullcandy Dime True Wireless In-Ear Bluetooth Earbuds Compatible with iPhone and Android / Charging Case and Microphone / Great for Gym, Sports, and Gaming, IPX4 Water Dust Resistant - Grey/Blue",Skullcandy,18.0,4.2,48723,EARBUD_INEAR,0.969011
B07961C64Q,3289,3325,"JVC HAS160P Headphones, One Size",JVC,12.95,4.4,8638,ON_EAR,0.987437
B07KSPDR2K,3228,3289,"Bose SoundSport in-ear headphones for Samsung and Android devices, Charcoal",Bose,,4.5,14024,EARBUD_INEAR,0.958365
