group,rank,term,term_count,term_per_million,group_tfidf,review_count
negative_1_2,81,connect,28859,1299.782294685269,0.007134897923329804,637359
negative_1_2,82,different,28524,1284.6942088638766,0.0071275060671655635,637359
negative_1_2,83,hours,28501,1283.658310434348,0.007126995386304829,637359
negative_1_2,84,pretty,28490,1283.1628807506606,0.007126751001933288,637359
negative_1_2,85,little,28413,1279.694872964848,0.007125037664739718,637359
negative_1_2,86,going,28072,1264.336552770535,0.007117393790414975,637359
negative_1_2,87,second,27812,1252.6263966106483,0.007111502966874628,637359
negative_1_2,88,ear buds,27739,1249.3385450734495,0.007109839101266976,637359
negative_1_2,89,low,27534,1240.1055373320003,0.007105143082417434,637359
negative_1_2,90,make,27275,1228.440420234267,0.007099159818847166,637359
negative_1_2,91,works,26888,1211.0103031808972,0.007090112859044771,637359
negative_1_2,92,want,26621,1198.9848735859368,0.007083794925592374,637359
negative_1_2,93,longer,26453,1191.4183111441637,0.007079787034348619,637359
negative_1_2,94,replacement,26163,1178.3569831196749,0.007072808381694857,637359
negative_1_2,95,worth,26090,1175.0691315824758,0.007071039499424007,637359
negative_1_2,96,terrible,25980,1170.1148347456005,0.007068364690462114,637359
negative_1_2,97,connection,25952,1168.8537410053052,0.007067682021683601,637359
negative_1_2,98,device,25828,1163.2688972982824,0.0070646498940016835,637359
negative_1_2,99,cord,25785,1161.3322176256856,0.007063595030006847,637359
negative_1_2,100,returned,25268,1138.0470224923724,0.007050772576347791,637359
neutral_3,1,sound,175958,15001.637359173685,0.009193287533721575,260062
neutral_3,2,good,110120,9388.492174224566,0.008863828853816437,260062
neutral_3,3,ear,98104,8364.045007810813,0.008782607280073173,260062
neutral_3,4,quality,93955,8010.314041311924,0.008752230913174822,260062
neutral_3,5,great,72952,6219.662923120509,0.0085743724734121,260062
neutral_3,6,just,71850,6125.709795841219,0.008563672692016883,260062
neutral_3,7,like,70599,6019.053387287324,0.00855132548993317,260062
neutral_3,8,ears,56342,4803.545460226666,0.0083927551922156,260062
neutral_3,9,sound quality,55253,4710.700672924354,0.008379035119425993,260062
neutral_3,10,work,50690,4321.673341004751,0.008318444352364843,260062
neutral_3,11,noise,50248,4283.989781787467,0.00831228790974762,260062
neutral_3,12,pair,46519,3966.0667222371276,0.008258082864876401,260062
neutral_3,13,really,43917,3744.2282129987307,0.008217621054158039,260062
neutral_3,14,phone,43438,3703.3901476931223,0.008209911813839382,260062
neutral_3,15,price,42991,3665.2803038693087,0.008202640525057142,260062
neutral_3,16,don't,42216,3599.2061898571033,0.008189852664550738,260062
neutral_3,17,better,41608,3547.369981703012,0.008179654962934602,260062
neutral_3,18,fit,40881,3485.3881999134983,0.0081672638845892,260062
neutral_3,19,battery,40824,3480.5285553990525,0.00816628307257329,260062
neutral_3,20,music,40532,3455.633534377679,0.008161236986959712,260062
neutral_3,21,time,38119,3249.9085832661294,0.008118090158812935,260062
neutral_3,22,it's,36624,3122.449485913553,0.008089965447063734,260062
neutral_3,23,volume,36493,3111.2808292224577,0.008087446535719203,260062
neutral_3,24,bass,35517,3028.070074027732,0.008068390037948467,260062
neutral_3,25,i'm,34411,2933.7759190632173,0.0080461518332681,260062
neutral_3,26,buds,33316,2840.4195902330694,0.008023419206997775,260062
neutral_3,27,comfortable,30344,2587.0360201114254,0.007957735527165223,260062
neutral_3,28,hear,29661,2528.805542859379,0.007941732154960359,260062
neutral_3,29,right,29322,2499.903446536621,0.007933651675916501,260062
neutral_3,30,case,27702,2361.7872340207855,0.0078937001198146,260062
neutral_3,31,bluetooth,27632,2355.8192495293606,0.007891921571399655,260062
neutral_3,32,little,26125,2227.337069121111,0.007852498403406362,260062
neutral_3,33,life,25464,2170.9822441377983,0.007834483679800008,260062
neutral_3,34,pretty,25460,2170.6412164525736,0.007834373247283545,260062
neutral_3,35,head,25455,2170.2149318460433,0.007834235182237024,260062
neutral_3,36,i've,24717,2107.295323922163,0.007813553504847219,260062
neutral_3,37,months,24657,2102.1799086437986,0.007811845014075241,260062
neutral_3,38,working,23156,1974.2092697633855,0.007767694383067098,260062
neutral_3,39,battery life,22749,1939.5097027918146,0.007755229009918584,260062
neutral_3,40,long,22710,1936.1846828608777,0.007754022851585669,260062
neutral_3,41,got,21966,1872.7535334091608,0.007730607628937067,260062
neutral_3,42,way,21215,1808.7255855083013,0.007706153594397515,260062
neutral_3,43,set,21179,1805.656336341283,0.007704959722593089,260062
neutral_3,44,headset,21031,1793.0383119879843,0.0077000301685869145,260062
neutral_3,45,charge,20660,1761.4079941834318,0.007687518865430025,260062
neutral_3,46,ok,20563,1753.1380728167428,0.007684210660325523,260062
neutral_3,47,left,20408,1739.9232500143019,0.007678891823194551,260062
neutral_3,48,audio,19729,1682.0338004474795,0.007655105583733684,260062
neutral_3,49,nice,19421,1655.7746686852095,0.007644044761917286,260062
neutral_3,50,fine,19299,1645.3733242858689,0.007639614948796375,260062
neutral_3,51,bit,19193,1636.3360906274252,0.007635743299847932,260062
neutral_3,52,did,19116,1629.7713076868579,0.007632917444152736,260062
neutral_3,53,stay,18853,1607.3487373833611,0.007623178922793488,260062
neutral_3,54,listening,18231,1554.3189323309848,0.0075995956524719625,260062
neutral_3,55,bad,18043,1538.2906311254435,0.007592309038283128,260062
neutral_3,56,problem,17784,1516.209088507171,0.007582145232163537,260062
neutral_3,57,does,17670,1506.4897994782789,0.007577624585187676,260062
neutral_3,58,cord,17447,1487.477506027025,0.0075686966140185545,260062
neutral_3,59,tried,17148,1461.9856865565096,0.007556545162640192,260062
neutral_3,60,works,16929,1443.31442079048,0.007547509745123603,260062
neutral_3,61,wear,16825,1434.4477009746488,0.007543177939572653,260062
neutral_3,62,can't,16543,1410.4052491663365,0.007531295961207408,260062
neutral_3,63,issue,16463,1403.584695461851,0.007527888292014233,260062
neutral_3,64,hours,16366,1395.3147740951617,0.007523734212261877,260062
neutral_3,65,didn't,16322,1391.5634695576948,0.007521841763736856,260062
neutral_3,66,decent,16219,1382.7820066631696,0.00751739168939626,260062
neutral_3,67,want,16098,1372.4659191851347,0.007512127689798187,260062
neutral_3,68,think,15995,1363.6844562906094,0.007507615494530888,260062
neutral_3,69,small,15906,1356.0965902943692,0.007503693144728267,260062
neutral_3,70,doesn't,15849,1351.2369457799232,0.007501169532105787,260062
neutral_3,71,charging,15823,1349.0202658259652,0.007500015394896884,260062
neutral_3,72,need,15734,1341.432399829725,0.007496050287688664,260062
neutral_3,73,they're,15310,1305.2834651959508,0.007476847040395368,260062
neutral_3,74,make,15113,1288.4878516986546,0.007467743092890826,260062
neutral_3,75,overall,15108,1288.0615670921243,0.007467510487024538,260062
neutral_3,76,feel,15028,1281.2410133876388,0.0074637782872190046,260062
neutral_3,77,lot,14821,1263.5928306772817,0.007454028233517626,260062
neutral_3,78,loud,14699,1253.191486277941,0.007448217841479315,260062
neutral_3,79,sounds,14681,1251.6568616944319,0.007447356490297494,260062
neutral_3,80,calls,14650,1249.0138971339438,0.0074458705735705386,260062
neutral_3,81,different,14622,1246.6267033373736,0.007444525750182871,260062
neutral_3,82,love,14171,1208.1758318283355,0.007422502336738893,260062
neutral_3,83,best,14060,1198.7123135633617,0.007416974458852314,260062
neutral_3,84,ear buds,14035,1196.5808905307097,0.007415723420646873,260062
neutral_3,85,turn,13763,1173.3910079354584,0.007401966263434026,260062
neutral_3,86,low,13635,1162.4781220082814,0.007395397951735793,260062
neutral_3,87,say,13608,1160.1761851330173,0.007394004575299207,260062
neutral_3,88,big,13584,1158.1300190216716,0.007392763695573461,260062
neutral_3,89,going,13470,1148.4107299927796,0.007386839417679494,260062
neutral_3,90,year,13306,1134.428594898584,0.0073782282297867015,260062
neutral_3,91,cheap,13270,1131.3593457315653,0.007376323766358469,260062
neutral_3,92,hard,13141,1120.3612028830821,0.007369456754384567,260062
neutral_3,93,worked,13003,1108.5957477428444,0.007362035615301314,260062
neutral_3,94,day,12944,1103.565589385786,0.007358838744431851,260062
neutral_3,95,fall,12835,1094.2725849634244,0.0073528941462337495,260062
neutral_3,96,far,12701,1082.8481575084108,0.0073455165412040745,260062
neutral_3,97,people,12563,1071.0827023681732,0.007337836902670525,260062
neutral_3,98,sure,12441,1060.6813579688323,0.0073309770739399625,260062
neutral_3,99,easy,12429,1059.6582749131594,0.0073302987065222034,260062
neutral_3,100,new,12398,1057.0153103526711,0.0073285432213673115,260062
positive_4_5,1,sound,1172645,16068.017806396612,0.007450257138575659,2066340
positive_4_5,2,great,957603,13121.432364832337,0.007349467497064934,2066340
positive_4_5,3,good,753328,10322.380360686439,0.007230096114386739,2066340
positive_4_5,4,quality,674083,9236.535905571804,0.007174797960515947,2066340
positive_4_5,5,ear,497819,6821.30103856031,0.007023991175003031,2066340
positive_4_5,6,price,409980,5617.698399998707,0.006927408415017838,2066340
positive_4_5,7,like,409683,5613.6287955672715,0.00692704786778765,2066340
positive_4_5,8,sound quality,367206,5031.593147641166,0.006872588923515286,2066340
positive_4_5,9,just,331710,4545.21375741151,0.006822010035691387,2066340
positive_4_5,10,noise,317408,4349.242435598784,0.006800082772012801,2066340
positive_4_5,11,pair,315512,4323.262738622352,0.006797101978865151,2066340
positive_4_5,12,comfortable,311133,4263.2600524093805,0.006790148510835126,2066340
positive_4_5,13,love,309043,4234.6220952992835,0.006786795198541608,2066340
positive_4_5,14,work,296035,4056.3816426255357,0.006765400453725395,2066340
positive_4_5,15,really,293104,4016.219990812286,0.0067604500267924045,2066340
positive_4_5,16,battery,281195,3853.038444772029,0.006739813313856358,2066340
positive_4_5,17,ears,279175,3825.359653689543,0.006736226412772843,2066340
positive_4_5,18,music,272284,3730.9366094571633,0.0067237917888799525,2066340
positive_4_5,19,fit,263948,3616.7136379405306,0.0067083221208832,2066340
positive_4_5,20,bass,239125,3276.5796621778886,0.0066591841615380315,2066340
positive_4_5,21,better,225717,3092.8582607749354,0.006630475023543728,2066340
positive_4_5,22,time,215692,2955.491983249234,0.006607872396905819,2066340
positive_4_5,23,phone,214303,2936.4593887870697,0.006604658134141806,2066340
positive_4_5,24,buds,211341,2895.872963447306,0.006597733663547052,2066340
positive_4_5,25,don't,207997,2850.0522320711525,0.0065897985657817825,2066340
positive_4_5,26,i'm,194515,2665.3168551532963,0.006556457536238262,2066340
positive_4_5,27,i've,194215,2661.2061436063927,0.006555689619190402,2066340
positive_4_5,28,life,192208,2633.705483357606,0.006550521537899002,2066340
positive_4_5,29,easy,191526,2624.3604657743117,0.006548753076528575,2066340
positive_4_5,30,case,187315,2566.6597780276056,0.0065376922601964055,2066340
positive_4_5,31,best,180750,2476.703707009528,0.006519942303517112,2066340
positive_4_5,32,hear,173315,2374.826572505429,0.006499044393804237,2066340
positive_4_5,33,nice,173013,2370.6884562148794,0.006498176712031035,2066340
positive_4_5,34,battery life,171548,2350.614481494166,0.006493945983599899,2066340
positive_4_5,35,little,170078,2330.4719949143373,0.00648966434383029,2066340
positive_4_5,36,long,164866,2259.0552329727952,0.006474179448007946,2066340
positive_4_5,37,it's,163825,2244.7910639050397,0.006471028034476826,2066340
positive_4_5,38,bluetooth,162919,2232.37671503339,0.006468268964497362,2066340
positive_4_5,39,recommend,161577,2213.988132046907,0.006464153805017488,2066340
positive_4_5,40,volume,158127,2166.714949257514,0.006453415668762844,2066340
positive_4_5,41,set,154498,2116.989041911801,0.006441864556676726,2066340
positive_4_5,42,works,143634,1968.1264744265918,0.006405588962687372,2066340
positive_4_5,43,far,140279,1922.1550169603847,0.006393830014178542,2066340
positive_4_5,44,got,136927,1876.2246666096464,0.006381797300603206,2066340
positive_4_5,45,amazing,136566,1871.2781103815391,0.006380483884715288,2066340
positive_4_5,46,charge,132102,1810.1107225636108,0.006363949454260822,2066340
positive_4_5,47,excellent,131602,1803.2595366521045,0.00636206278908272,2066340
positive_4_5,48,great sound,129736,1777.690910830363,0.006354957897039599,2066340
positive_4_5,49,pretty,126678,1735.7890577955902,0.006343090448282977,2066340
positive_4_5,50,perfect,121793,1668.8529714401736,0.006323525178022865,2066340
positive_4_5,51,wear,119444,1636.6661000279173,0.0063138358457168866,2066340
positive_4_5,52,right,117917,1615.742578254177,0.006307434420269143,2066340
positive_4_5,53,hours,115493,1582.5280289551945,0.00629710038838404,2066340
positive_4_5,54,clear,114958,1575.1972600298825,0.0062947903617261314,2066340
positive_4_5,55,listening,114919,1574.6628675287852,0.0062946215470822565,2066340
positive_4_5,56,head,114329,1566.5784681532077,0.006292060671722264,2066340
positive_4_5,57,headset,113950,1561.385269232286,0.006290408654106081,2066340
positive_4_5,58,wireless,108452,1486.0496289493628,0.006265805229211242,2066340
positive_4_5,59,ear buds,107551,1473.7037919368283,0.006261654651464268,2066340
positive_4_5,60,bit,106234,1455.6577682459208,0.0062555247278139985,2066340
positive_4_5,61,day,102600,1405.863349041093,0.006238207890211636,2066340
positive_4_5,62,listen,102488,1404.3286833969155,0.006237664491202173,2066340
positive_4_5,63,audio,100023,1370.5523368531894,0.006225552075099684,2066340
positive_4_5,64,need,97802,1340.1193690342784,0.006214380184894558,2066340
positive_4_5,65,sounds,97727,1339.0916911475526,0.006213998512163925,2066340
positive_4_5,66,happy,96771,1325.9922236847526,0.006209107629134492,2066340
positive_4_5,67,way,96717,1325.2522956063099,0.006208829926012592,2066340
positive_4_5,68,stay,96689,1324.8686291952654,0.0062086858707535095,2066340
positive_4_5,69,definitely,94622,1296.5458266370986,0.006197934633116317,2066340
positive_4_5,70,overall,94091,1289.2698671990786,0.006195134782406742,2066340
positive_4_5,71,sound great,93858,1286.0772145643168,0.006193901231290426,2066340
positive_4_5,72,working,92193,1263.2627654790008,0.006184996212300397,2066340
positive_4_5,73,want,89975,1232.8709047755588,0.006172880416643068,2066340
positive_4_5,74,charging,89873,1231.4732628496115,0.0061723160834022345,2066340
positive_4_5,75,feel,89768,1230.0345138081952,0.006171734482714969,2066340
positive_4_5,76,cord,89403,1225.0331480927955,0.0061697074219199885,2066340
positive_4_5,77,small,89347,1224.2658152707068,0.006169395688749023,2066340
positive_4_5,78,awesome,88976,1219.1822353243692,0.006167325508308987,2066340
positive_4_5,79,say,88771,1216.3732491006517,0.006166177902334259,2066340
positive_4_5,80,lot,86208,1181.2540701182704,0.006151602022998389,2066340
positive_4_5,81,did,85648,1173.5807418973834,0.006148359628219635,2066340
positive_4_5,82,good sound,85357,1169.5933516968867,0.006146666360512792,2066340
positive_4_5,83,different,85084,1165.8526041892044,0.006145072574645955,2066340
positive_4_5,84,looking,84932,1163.7698436721064,0.006144182974314784,2066340
positive_4_5,85,happy purchase love,541,7.412983156249817,0.006143797929880558,2066340
positive_4_5,86,new,84258,1154.5344450633959,0.006140219021008831,2066340
positive_4_5,87,can't,84019,1151.2595781976959,0.006138805785768179,2066340
positive_4_5,88,tried,81841,1121.4158123671743,0.006125738595775339,2066340
positive_4_5,89,they're,81635,1118.5931237716338,0.0061244847201094394,2066340
positive_4_5,90,purchase,81048,1110.5498315115253,0.0061208943531390015,2066340
positive_4_5,91,think,80687,1105.6032752834178,0.006118673371660963,2066340
positive_4_5,92,ones,79488,1089.1741314676258,0.006111224789907463,2066340
positive_4_5,93,loud,79119,1084.117956264934,0.006108909817464898,2066340
positive_4_5,94,make,79071,1083.4602424174295,0.006108607889561579,2066340
positive_4_5,95,worth,78293,1072.7997971391258,0.006103688414360283,2066340
positive_4_5,96,years,74492,1020.7170818398547,0.006078928576327594,2066340
positive_4_5,97,bose,74469,1020.4019272879254,0.006078774939161851,2066340
positive_4_5,98,thing,73367,1005.3019135389656,0.006071357560309203,2066340
positive_4_5,99,year,73277,1004.0687000748944,0.006070746872441514,2066340
positive_4_5,100,calls,73170,1002.6025462898322,0.006070019855716416,2066340
