group,rank,term,mean_product_term_share,mean_product_term_per_million,group_tfidf,product_count
EARBUD_INEAR,23,music,0.0028874460313840365,2887.4460313840364,0.07481758986017462,33988
EARBUD_INEAR,24,better,0.0028779411403449025,2877.9411403449026,0.07457130541651674,33988
EARBUD_INEAR,25,working,0.002700935267171626,2700.935267171626,0.0699848464219663,33988
EARBUD_INEAR,26,bass,0.0026707617402928364,2670.7617402928363,0.06920300997061272,33988
EARBUD_INEAR,27,battery,0.0026383155353518445,2638.3155353518446,0.06836228538999409,33988
EARBUD_INEAR,28,it's,0.002503495317220472,2503.495317220472,0.06486891315883334,33988
EARBUD_INEAR,29,hear,0.0024939588227427326,2493.9588227427325,0.06462180982779815,33988
EARBUD_INEAR,30,noise,0.002416370387605583,2416.3703876055833,0.0626113896658665,33988
EARBUD_INEAR,31,volume,0.002342525573264828,2342.525573264828,0.06069797172745428,33988
EARBUD_INEAR,32,got,0.0023019699596989926,2301.9699596989926,0.05964712151958322,33988
EARBUD_INEAR,33,case,0.0022185816768868403,2218.5816768868403,0.05748641954462946,33988
EARBUD_INEAR,34,i'm,0.002207931816640074,2207.931816640074,0.05721046741691859,33988
EARBUD_INEAR,35,best,0.002143375506665358,2143.375506665358,0.05553772705395518,33988
EARBUD_INEAR,36,recommend,0.00211419569807577,2114.19569807577,0.05478163917299564,33988
EARBUD_INEAR,37,little,0.0021055537861471327,2105.5537861471325,0.054557715672692284,33988
EARBUD_INEAR,38,right,0.002094603065402488,2094.603065402488,0.05427396784695253,33988
EARBUD_INEAR,39,perfect,0.002056622106377435,2056.622106377435,0.053289830382928505,33988
EARBUD_INEAR,40,excellent,0.002043986852177653,2043.986852177653,0.052962434041586244,33988
EARBUD_INEAR,41,money,0.002032691094839547,2032.6910948395468,0.05266974585607672,33988
EARBUD_INEAR,42,easy,0.002030867464756428,2030.8674647564278,0.05262249316074233,33988
EARBUD_INEAR,43,charge,0.0020007467671797207,2000.7467671797206,0.05184202558728738,33988
EARBUD_INEAR,44,long,0.0019317274664946524,1931.7274664946524,0.05005364316387068,33988
EARBUD_INEAR,45,did,0.0018967963064856995,1896.7963064856995,0.04914853007275699,33988
EARBUD_INEAR,46,set,0.0018821545955077497,1882.1545955077497,0.04876914375180318,33988
EARBUD_INEAR,47,i've,0.0018816270691056909,1881.627069105691,0.04875547483693493,33988
EARBUD_INEAR,48,broke,0.0018644466030144351,1864.4466030144351,0.048310305974330746,33988
EARBUD_INEAR,49,cheap,0.001843218402307898,1843.2184023078978,0.04776025489227818,33988
EARBUD_INEAR,50,ear buds,0.0018272297231453508,1827.2297231453508,0.04734596682351868,33988
EARBUD_INEAR,51,bluetooth,0.0018093424399121556,1809.3424399121557,0.046882483383098326,33988
EARBUD_INEAR,52,stay,0.001764072613990488,1764.072613990488,0.0457094816258238,33988
EARBUD_INEAR,53,worked,0.001753829601525988,1753.829601525988,0.04544407146848338,33988
EARBUD_INEAR,54,ok,0.0016821115476449249,1682.111547644925,0.043585760739028354,33988
EARBUD_INEAR,55,pretty,0.0016789713024974167,1678.9713024974167,0.043504392785843074,33988
EARBUD_INEAR,56,headset,0.0016167353991781601,1616.7353991781602,0.04189177726385332,33988
EARBUD_INEAR,57,life,0.0016098380814722547,1609.8380814722548,0.04171305853399765,33988
EARBUD_INEAR,58,does,0.0016076046494385415,1607.6046494385414,0.04165518732183898,33988
EARBUD_INEAR,59,months,0.0015728294604746079,1572.829460474608,0.040754115649179336,33988
EARBUD_INEAR,60,didn't,0.0015673234613169417,1567.3234613169418,0.04061144784438879,33988
EARBUD_INEAR,61,clear,0.0015081441660375228,1508.1441660375228,0.03907803312622437,33988
EARBUD_INEAR,62,bad,0.0014900511945405166,1490.0511945405165,0.038609220027693146,33988
EARBUD_INEAR,63,way,0.001470874321397749,1470.8743213977489,0.03811232158734084,33988
EARBUD_INEAR,64,great sound,0.001432090265697954,1432.090265697954,0.037107374813990915,33988
EARBUD_INEAR,65,day,0.0014142653804222795,1414.2653804222793,0.036645508188133724,33988
EARBUD_INEAR,66,far,0.0014062802819969826,1406.2802819969827,0.03643860360446931,33988
EARBUD_INEAR,67,sounds,0.0014012605016380576,1401.2605016380576,0.03630853437927856,33988
EARBUD_INEAR,68,came,0.001397602374756326,1397.602374756326,0.0362137474174725,33988
EARBUD_INEAR,69,battery life,0.0013964699233192182,1396.4699233192182,0.03618440408560164,33988
EARBUD_INEAR,70,cord,0.0013820826117267645,1382.0826117267645,0.0358116095930934,33988
EARBUD_INEAR,71,worth,0.0013703675023406608,1370.3675023406608,0.03550805543495855,33988
EARBUD_INEAR,72,fine,0.0013311186193435663,1331.1186193435663,0.03449106436443141,33988
EARBUD_INEAR,73,small,0.0013264502287639525,1326.4502287639525,0.03437010011855589,33988
EARBUD_INEAR,74,tried,0.0013155367195632505,1315.5367195632505,0.034087316493705944,33988
EARBUD_INEAR,75,left,0.0013062938439418097,1306.2938439418097,0.03384782122007754,33988
EARBUD_INEAR,76,can't,0.0013025456428520155,1302.5456428520156,0.03375070031502801,33988
EARBUD_INEAR,77,doesn't,0.0012569553545566524,1256.9553545566523,0.03256939494889633,33988
EARBUD_INEAR,78,purchase,0.0012568673584402955,1256.8673584402954,0.03256711485178929,33988
EARBUD_INEAR,79,stopped,0.0012536300967276276,1253.6300967276277,0.03248323306959981,33988
EARBUD_INEAR,80,listening,0.0012501692289660017,1250.1692289660018,0.03239355735551365,33988
EARBUD_INEAR,81,need,0.001229874910716733,1229.874910716733,0.03186770441739385,33988
EARBUD_INEAR,82,audio,0.0012150235214563889,1215.0235214563888,0.03148288505160934,33988
EARBUD_INEAR,83,ones,0.0011929513849708202,1192.9513849708203,0.03091096646439906,33988
EARBUD_INEAR,84,amazing,0.0011925821187497455,1192.5821187497454,0.030901398282560402,33988
EARBUD_INEAR,85,wear,0.0011880969172347433,1188.0969172347432,0.030785180710442245,33988
EARBUD_INEAR,86,different,0.0011731652979649456,1173.1652979649455,0.030398282477771026,33988
EARBUD_INEAR,87,item,0.0011649971882557566,1164.9971882557566,0.030186635826885543,33988
EARBUD_INEAR,88,purchased,0.0011643848268738214,1164.3848268738213,0.030170768724185837,33988
EARBUD_INEAR,89,good sound,0.001123209299848943,1123.209299848943,0.02910385572919308,33988
EARBUD_INEAR,90,happy,0.0011152630696589117,1115.2630696589117,0.028897958273507187,33988
EARBUD_INEAR,91,awesome,0.0011083415596150185,1108.3415596150185,0.028718612687806712,33988
EARBUD_INEAR,92,loud,0.0011069870973849825,1106.9870973849825,0.028683516759257233,33988
EARBUD_INEAR,93,new,0.0010962429690750451,1096.242969075045,0.028405122019905974,33988
EARBUD_INEAR,94,bit,0.0010896387103877267,1089.6387103877266,0.02823399684131296,33988
EARBUD_INEAR,95,charging,0.001089204649243161,1089.2046492431612,0.02822274973631589,33988
EARBUD_INEAR,96,week,0.001088066610693534,1088.0666106935341,0.02819326163488452,33988
EARBUD_INEAR,97,hours,0.0010852459082155083,1085.2459082155083,0.028120173459789746,33988
EARBUD_INEAR,98,days,0.001076927551559683,1076.927551559683,0.027904633709497726,33988
EARBUD_INEAR,99,looking,0.001073745170213982,1073.7451702139822,0.02782217395104219,33988
EARBUD_INEAR,100,low,0.0010733403440214544,1073.3403440214545,0.027811684362766608,33988
OVER_EAR,1,sound,0.015735897973671552,15735.897973671552,0.42877415200349805,8830
OVER_EAR,2,great,0.013410268793818004,13410.268793818004,0.3654050528180111,8830
OVER_EAR,3,good,0.011408260611159236,11408.260611159236,0.31085402800456724,8830
OVER_EAR,4,quality,0.00884918574846607,8849.185748466069,0.24112396518892018,8830
OVER_EAR,5,like,0.005641861089359444,5641.861089359444,0.153730292885675,8830
OVER_EAR,6,work,0.0055490261765111844,5549.0261765111845,0.1512007129977378,8830
OVER_EAR,7,price,0.005261901995581217,5261.901995581216,0.1433771094509984,8830
OVER_EAR,8,just,0.0051290535969963245,5129.053596996325,0.13975723599073797,8830
OVER_EAR,9,love,0.005050913551114114,5050.913551114114,0.13762806408286737,8830
OVER_EAR,10,comfortable,0.004661026741135922,4661.026741135922,0.12700436872048934,8830
OVER_EAR,11,noise,0.004083697851919223,4083.6978519192235,0.11127322294697277,8830
OVER_EAR,12,ear,0.004048149638445019,4048.1496384450193,0.11030459979542821,8830
OVER_EAR,13,sound quality,0.003954389118073511,3954.389118073511,0.10774979881228991,8830
OVER_EAR,14,pair,0.0038249322712666394,3824.9322712666394,0.10422233887301377,8830
OVER_EAR,15,really,0.0037968700498552093,3796.8700498552093,0.10345769517685151,8830
OVER_EAR,16,head,0.003561294574186258,3561.294574186258,0.09703869862630336,8830
OVER_EAR,17,ears,0.003164203966453132,3164.203966453132,0.08621871308215467,8830
OVER_EAR,18,works,0.0030999665317659416,3099.9665317659415,0.08446836164806656,8830
OVER_EAR,19,music,0.003067803374538243,3067.8033745382427,0.08359197502627126,8830
OVER_EAR,20,loves,0.0030249632253950475,3024.9632253950476,0.08242466009760874,8830
OVER_EAR,21,better,0.0029089853089300593,2908.985308930059,0.0792644761115019,8830
OVER_EAR,22,nice,0.002898304650083645,2898.304650083645,0.07897344788754085,8830
OVER_EAR,23,time,0.0028689800328029974,2868.9800328029974,0.07817440623587443,8830
OVER_EAR,24,don't,0.0028041159125813397,2804.1159125813397,0.07640697877860267,8830
OVER_EAR,25,got,0.0027912590079300532,2791.259007930053,0.07605665187647934,8830
OVER_EAR,26,volume,0.0027254963228122327,2725.496322812233,0.07426474018564067,8830
OVER_EAR,27,bass,0.0027003332049582553,2700.3332049582555,0.073579091706116,8830
OVER_EAR,28,broke,0.002669191419523503,2669.191419523503,0.0727305355789727,8830
OVER_EAR,29,headset,0.0026130903227805547,2613.0903227805547,0.07120188432420027,8830
OVER_EAR,30,hear,0.0025736742589195084,2573.6742589195082,0.07012786939441279,8830
OVER_EAR,31,fit,0.002517868291045381,2517.868291045381,0.06860725985614566,8830
OVER_EAR,32,daughter,0.002461258077937291,2461.258077937291,0.06706473612087674,8830
OVER_EAR,33,little,0.0024492058559454095,2449.2058559454094,0.06673633533479047,8830
OVER_EAR,34,it's,0.0023980497559116937,2398.049755911694,0.06534242610581212,8830
OVER_EAR,35,old,0.0022212233191573503,2221.2233191573505,0.06052423234286326,8830
OVER_EAR,36,bluetooth,0.0021991426765458994,2199.1426765458996,0.05992257561966527,8830
OVER_EAR,37,recommend,0.002114086033200683,2114.086033200683,0.05760493920745486,8830
OVER_EAR,38,year,0.0021086000999250734,2108.600099925073,0.057455457659459766,8830
OVER_EAR,39,perfect,0.00206100958900479,2061.00958900479,0.05615870414736918,8830
OVER_EAR,40,long,0.002039417347226472,2039.417347226472,0.05557035544468675,8830
OVER_EAR,41,son,0.0020338789690845594,2033.8789690845595,0.05541944487096248,8830
OVER_EAR,42,i'm,0.002021808503569922,2021.8085035699219,0.05509054698258105,8830
OVER_EAR,43,set,0.0019533707640808726,1953.3707640808727,0.053225745001559646,8830
OVER_EAR,44,battery,0.0019455973496784716,1945.5973496784716,0.05301393381835689,8830
OVER_EAR,45,easy,0.0019417945181959605,1941.7945181959606,0.05291031368515228,8830
OVER_EAR,46,working,0.0018739924392862498,1873.99243928625,0.051062832280708334,8830
OVER_EAR,47,did,0.0018600647989294695,1860.0647989294696,0.05068332980850243,8830
OVER_EAR,48,best,0.001849875797556639,1849.8757975566389,0.05040569834249347,8830
OVER_EAR,49,kids,0.0018372701382085121,1837.2701382085122,0.050062217410774074,8830
OVER_EAR,50,cord,0.0018137929196933896,1813.7929196933896,0.04942250657399405,8830
OVER_EAR,51,pretty,0.0017545820575483517,1754.5820575483517,0.04780911995645798,8830
OVER_EAR,52,phone,0.0017459973235806202,1745.99732358062,0.04757520181379155,8830
OVER_EAR,53,wear,0.0016922663772806219,1692.2663772806218,0.046111132780383104,8830
OVER_EAR,54,cheap,0.0016671171332069672,1667.1171332069673,0.0454258623357442,8830
OVER_EAR,55,audio,0.0016457599828603457,1645.7599828603456,0.04484391944030821,8830
OVER_EAR,56,ok,0.0016098508288114276,1609.8508288114276,0.04386546132484196,8830
OVER_EAR,57,way,0.0016090249712876728,1609.0249712876728,0.04384295823286614,8830
OVER_EAR,58,right,0.001599539046751792,1599.539046751792,0.043584484311921384,8830
OVER_EAR,59,months,0.0015819771441432583,1581.9771441432583,0.04310595490666336,8830
OVER_EAR,60,i've,0.0015744204047680385,1574.4204047680385,0.042900047717703275,8830
OVER_EAR,61,money,0.0015662127396629795,1566.2127396629794,0.042676404005012804,8830
OVER_EAR,62,amazing,0.0015403335710288957,1540.3335710288957,0.04197124446443873,8830
OVER_EAR,63,day,0.0015236131623941563,1523.6131623941562,0.04151564421553602,8830
OVER_EAR,64,look,0.0014964732867525786,1496.4732867525786,0.040776132737820034,8830
OVER_EAR,65,does,0.001472366580916597,1472.366580916597,0.040119269534352714,8830
OVER_EAR,66,loved,0.0014438829848563805,1443.8829848563805,0.03934314415738575,8830
OVER_EAR,67,great sound,0.0014394815279280219,1439.481527928022,0.039223212586579015,8830
OVER_EAR,68,awesome,0.001428295022590091,1428.295022590091,0.038918400980137546,8830
OVER_EAR,69,new,0.001400525861225498,1400.525861225498,0.03816174262890311,8830
OVER_EAR,70,listening,0.001400356661399833,1400.356661399833,0.03815713224620426,8830
OVER_EAR,71,excellent,0.0013999636865994378,1399.9636865994378,0.038146424408807236,8830
OVER_EAR,72,far,0.0013981275802976724,1398.1275802976725,0.03809639390378967,8830
OVER_EAR,73,purchased,0.0013953675419060474,1395.3675419060473,0.03802118795603593,8830
OVER_EAR,74,year old,0.00136133116591776,1361.33116591776,0.03709375958327526,8830
OVER_EAR,75,bit,0.0013579557751768206,1357.9557751768207,0.03700178642069831,8830
OVER_EAR,76,worth,0.001352835791449808,1352.8357914498079,0.03686227632191052,8830
OVER_EAR,77,cute,0.0013502533637599103,1350.2533637599104,0.036791909937691526,8830
OVER_EAR,78,sounds,0.001340532971379573,1340.5329713795732,0.03652704720110072,8830
OVER_EAR,79,happy,0.001328973285588868,1328.973285588868,0.036212067116670243,8830
OVER_EAR,80,loud,0.00130380369971008,1303.80369971008,0.0355262423954174,8830
OVER_EAR,81,didn't,0.0012978285217572696,1297.8285217572695,0.03536342983371466,8830
OVER_EAR,82,clear,0.0012950108017682344,1295.0108017682344,0.03528665216898251,8830
OVER_EAR,83,super,0.0012797133258554473,1279.7133258554472,0.034869824208272955,8830
OVER_EAR,84,listen,0.0012631765569605215,1263.1765569605216,0.03441922780305584,8830
OVER_EAR,85,came,0.0012463761550364069,1246.3761550364068,0.03396144788478344,8830
OVER_EAR,86,want,0.0012435585148833676,1243.5585148833675,0.0338846723954347,8830
OVER_EAR,87,charge,0.0012435114854031364,1243.5114854031365,0.033883390928972544,8830
OVER_EAR,88,worked,0.001230989255876862,1230.989255876862,0.03354218330578479,8830
OVER_EAR,89,gift,0.001224870670192146,1224.870670192146,0.033375463148294295,8830
OVER_EAR,90,can't,0.0012189686498874546,1218.9686498874546,0.033214643997364006,8830
OVER_EAR,91,big,0.0012029274905688623,1202.9274905688624,0.03277755203759849,8830
OVER_EAR,92,bad,0.0011993664739016494,1199.3664739016494,0.032680520911423844,8830
OVER_EAR,93,light,0.0011990751124484388,1199.0751124484389,0.03267258185003467,8830
OVER_EAR,94,small,0.001197570273039969,1197.570273039969,0.03263157775593418,8830
OVER_EAR,95,feel,0.0011945764418724418,1194.5764418724418,0.03255000138690548,8830
OVER_EAR,96,need,0.0011921416482215859,1192.141648221586,0.03248365775753676,8830
OVER_EAR,97,phones,0.0011756589660915683,1175.6589660915683,0.03203453511675286,8830
OVER_EAR,98,hours,0.001167410052410906,1167.410052410906,0.031809767456572685,8830
OVER_EAR,99,tried,0.001153938866647773,1153.938866647773,0.03144270252886833,8830
OVER_EAR,100,looking,0.001146390562672914,1146.390562672914,0.03123702518898598,8830
ON_EAR,1,sound,0.01504407088672543,15044.07088672543,0.3911151501022544,4121
ON_EAR,2,great,0.0149688422761706,14968.8422761706,0.389159359709436,4121
ON_EAR,3,good,0.01295756021072547,12957.56021072547,0.3368701294307711,4121
ON_EAR,4,quality,0.009002723490440779,9002.72349044078,0.2340524433715466,4121
ON_EAR,5,love,0.006125703492558718,6125.703492558719,0.1592557931303062,4121
ON_EAR,6,work,0.006028217865143889,6028.217865143889,0.15672136570795156,4121
ON_EAR,7,like,0.005511348988086735,5511.348988086735,0.14328382942169476,4121
ON_EAR,8,price,0.005066915701961674,5066.915701961673,0.1317294707163911,4121
ON_EAR,9,just,0.005024417665051422,5024.417665051422,0.13062460846133014,4121
ON_EAR,10,ear,0.004880816228312008,4880.816228312008,0.12689126408213064,4121
ON_EAR,11,comfortable,0.0046193283776733846,4619.328377673384,0.12009311345372038,4121
ON_EAR,12,loves,0.004290943709954601,4290.943709954601,0.11155578206428642,4121
ON_EAR,13,pair,0.004090112908217691,4090.1129082176913,0.10633459095465153,4121
ON_EAR,14,sound quality,0.003843763162691326,3843.763162691326,0.0999300001743585,4121
ON_EAR,15,really,0.003833862850708125,3833.862850708125,0.09967261226143757,4121
ON_EAR,16,head,0.003559333455837116,3559.3334558371157,0.09253540809037779,4121
ON_EAR,17,ears,0.0034541318803214803,3454.1318803214804,0.08980038175949964,4121
ON_EAR,18,works,0.0034469058173966153,3446.9058173966155,0.08961251886608555,4121
ON_EAR,19,broke,0.003239936326076029,3239.936326076029,0.08423173435144557,4121
ON_EAR,20,daughter,0.0031903801185517,3190.3801185517,0.08294337406051669,4121
ON_EAR,21,nice,0.0031231738629673507,3123.1738629673505,0.08119614852970129,4121
ON_EAR,22,better,0.0030471610949987086,3047.1610949987084,0.07921997164396379,4121
ON_EAR,23,time,0.00290233538707168,2902.33538707168,0.07545479871164756,4121
ON_EAR,24,kids,0.0028940398182725345,2894.0398182725344,0.07523913084751085,4121
ON_EAR,25,fit,0.0028861838599816875,2886.1838599816874,0.0750348919596954,4121
ON_EAR,26,don't,0.0028699566935215222,2869.956693521522,0.07461301873843838,4121
ON_EAR,27,little,0.0026956718814316995,2695.6718814316996,0.07008196920043056,4121
ON_EAR,28,awesome,0.002668667221709695,2668.667221709695,0.06937990314263554,4121
ON_EAR,29,volume,0.0026544838036930223,2654.4838036930223,0.06901116321124842,4121
ON_EAR,30,music,0.0026194659024282164,2619.4659024282164,0.06810076922197685,4121
ON_EAR,31,working,0.0026074237892455263,2607.423789245526,0.06778769884757758,4121
ON_EAR,32,got,0.00259697507312095,2596.9750731209497,0.06751605354583644,4121
ON_EAR,33,year,0.0025750463047726816,2575.0463047726817,0.06694595030791177,4121
ON_EAR,34,perfect,0.0025732460891818324,2573.2460891818323,0.06689914837535423,4121
ON_EAR,35,old,0.002489418630352377,2489.418630352377,0.06471980547078822,4121
ON_EAR,36,noise,0.0024769978981608897,2476.9978981608897,0.06439689177461973,4121
ON_EAR,37,son,0.0024433794135893527,2443.3794135893527,0.06352287976427955,4121
ON_EAR,38,headset,0.002441757311927355,2441.757311927355,0.06348070843048365,4121
ON_EAR,39,cord,0.00236553280493903,2365.53280493903,0.061499026762224886,4121
ON_EAR,40,bass,0.00226911930514088,2269.11930514088,0.05899247247054639,4121
ON_EAR,41,happy,0.0022507324721807954,2250.7324721807954,0.05851445232644869,4121
ON_EAR,42,hear,0.002242706103617036,2242.706103617036,0.058305783119209,4121
ON_EAR,43,it's,0.0022147162907185107,2214.7162907185107,0.057578105088736516,4121
ON_EAR,44,set,0.0020948860904725876,2094.8860904725875,0.05446276436022916,4121
ON_EAR,45,gift,0.0020127907832708423,2012.7907832708422,0.05232845386404336,4121
ON_EAR,46,small,0.0019983601723164357,1998.3601723164356,0.05195328742059885,4121
ON_EAR,47,i'm,0.0019975890310967655,1997.5890310967654,0.05193323932217175,4121
ON_EAR,48,excellent,0.0019752079650707187,1975.2079650707187,0.05135137726740373,4121
ON_EAR,49,long,0.0019744003884303056,1974.4003884303056,0.05133038192237296,4121
ON_EAR,50,months,0.0019356094726221604,1935.6094726221604,0.050321897252688645,4121
ON_EAR,51,cheap,0.0019244848117763922,1924.4848117763922,0.0500326787672607,4121
ON_EAR,52,best,0.001880132702727517,1880.1327027275172,0.04887961441927835,4121
ON_EAR,53,wear,0.0018478356914582007,1847.8356914582007,0.04803995801872264,4121
ON_EAR,54,easy,0.0018171887169358453,1817.1887169358454,0.04724319920717864,4121
ON_EAR,55,loved,0.0017742079300163396,1774.2079300163396,0.046125786436784916,4121
ON_EAR,56,recommend,0.00176598587577888,1765.98587577888,0.045912029801267434,4121
ON_EAR,57,phone,0.0017175530054520873,1717.5530054520873,0.04465287398563901,4121
ON_EAR,58,cute,0.001705117577228532,1705.1175772285321,0.044329578222619626,4121
ON_EAR,59,money,0.0016987594342332897,1698.7594342332898,0.044164279476643226,4121
ON_EAR,60,pretty,0.001678329025083617,1678.329025083617,0.0436331305209257,4121
ON_EAR,61,did,0.0016628817044435549,1662.8817044435548,0.04323153169994789,4121
ON_EAR,62,school,0.0016547333397997166,1654.7333397997165,0.04301969084352286,4121
ON_EAR,63,look,0.0016494461173042982,1649.4461173042982,0.042882233845647086,4121
ON_EAR,64,bluetooth,0.0016222330274525336,1622.2330274525336,0.042174749029718,4121
ON_EAR,65,right,0.0016134369649044794,1613.4369649044795,0.041946069349218316,4121
ON_EAR,66,i've,0.0015673822235342234,1567.3822235342234,0.04074874003459496,4121
ON_EAR,67,does,0.0015566669130771952,1556.6669130771952,0.04047016382411653,4121
ON_EAR,68,year old,0.001550996838090213,1550.9968380902128,0.040322753442556744,4121
ON_EAR,69,great sound,0.0015503656772605633,1550.3656772605634,0.04030634454868182,4121
ON_EAR,70,worth,0.0015160283296990929,1516.0283296990929,0.03941364356722952,4121
ON_EAR,71,purchased,0.001515170427772725,1515.170427772725,0.0393913398674377,4121
ON_EAR,72,way,0.0014805482789672186,1480.5482789672187,0.03849123463469271,4121
ON_EAR,73,didn't,0.001459704460747566,1459.704460747566,0.03794933788659396,4121
ON_EAR,74,worked,0.0014565970339321256,1456.5970339321257,0.03786855112917279,4121
ON_EAR,75,came,0.00140794233187748,1407.94233187748,0.03660362814120186,4121
ON_EAR,76,day,0.0014000480465812197,1400.0480465812198,0.03639839282944052,4121
ON_EAR,77,beats,0.0013672362315916748,1367.2362315916748,0.035545352582462754,4121
ON_EAR,78,battery,0.001364084825847643,1364.084825847643,0.035463422462624135,4121
ON_EAR,79,easily,0.0013555162083575658,1355.5162083575658,0.03524065588959785,4121
ON_EAR,80,item,0.0013525136819822724,1352.5136819822724,0.03516259632960235,4121
ON_EAR,81,stopped,0.0013324440162311893,1332.4440162311892,0.034640825966258525,4121
ON_EAR,82,far,0.0013138594943415273,1313.8594943415274,0.03415766631331728,4121
ON_EAR,83,design,0.0013052972669394859,1305.2972669394858,0.03393506586954285,4121
ON_EAR,84,amazing,0.0013017310388315096,1301.7310388315095,0.03384235121456334,4121
ON_EAR,85,need,0.0012982861304252477,1298.2861304252476,0.033752790624311635,4121
ON_EAR,86,month,0.0012949154163952978,1294.9154163952978,0.033665158936472483,4121
ON_EAR,87,phones,0.0012800124166787664,1280.0124166787664,0.033277711348981505,4121
ON_EAR,88,ok,0.0012787802770511483,1278.7802770511482,0.03324567823247791,4121
ON_EAR,89,bit,0.0012783181934171728,1278.3181934171728,0.03323366500073878,4121
ON_EAR,90,bad,0.0012625988110489292,1262.598811048929,0.0328249931298893,4121
ON_EAR,91,new,0.0012600977873757112,1260.0977873757113,0.032759971616980646,4121
ON_EAR,92,audio,0.0012486246274054935,1248.6246274054936,0.03246169286532583,4121
ON_EAR,93,they're,0.0012458286337828609,1245.8286337828608,0.03238900273553086,4121
ON_EAR,94,super,0.0012413986005228598,1241.3986005228599,0.03227383090893623,4121
ON_EAR,95,fine,0.0012302689587387608,1230.2689587387608,0.031984482929273805,4121
ON_EAR,96,weeks,0.001228090037143221,1228.090037143221,0.03192783541323129,4121
ON_EAR,97,sounds,0.0012226260865575858,1222.626086557586,0.03178578384557099,4121
ON_EAR,98,broken,0.00121585311336827,1215.85311336827,0.031609700360886325,4121
ON_EAR,99,stopped working,0.0011947370163882074,1194.7370163882074,0.031060724920520748,4121
ON_EAR,100,loud,0.0011878280472742613,1187.8280472742613,0.03088110581925493,4121
UNKNOWN,1,good,0.01600638356398526,16006.38356398526,0.39411511331619015,180
UNKNOWN,2,sound,0.01439351981565172,14393.51981565172,0.35440258384961626,180
UNKNOWN,3,great,0.011075512391754375,11075.512391754375,0.27270537431906583,180
UNKNOWN,4,quality,0.00949295799346146,9492.957993461461,0.23373913291175594,180
UNKNOWN,5,love,0.008976181010439177,8976.181010439177,0.2210148583491191,180
UNKNOWN,6,works,0.007781116152000323,7781.116152000323,0.19158952812252306,180
UNKNOWN,7,work,0.00762756445918866,7627.56445918866,0.18780872138560803,180
UNKNOWN,8,just,0.006763111826492403,6763.1118264924025,0.16652384801432799,180
UNKNOWN,9,worked,0.006686012421414489,6686.012421414489,0.16462547786422974,180
UNKNOWN,10,like,0.005241755560544132,5241.755560544132,0.12906444972166248,180
UNKNOWN,11,price,0.004921218349106009,4921.218349106009,0.12117206360564851,180
UNKNOWN,12,head,0.0047975992265492096,4797.59922654921,0.11812826771635454,180
UNKNOWN,13,sound quality,0.004055911669113104,4055.911669113104,0.09986616156504101,180
UNKNOWN,14,comfortable,0.0040065674239586875,4006.5674239586874,0.09865118925772409,180
UNKNOWN,15,music,0.003984694436116519,3984.6944361165192,0.09811262443778712,180
UNKNOWN,16,don't,0.003665862011540513,3665.8620115405133,0.09026221421624409,180
UNKNOWN,17,ear,0.0035945534395270644,3594.5534395270643,0.08850642810583685,180
UNKNOWN,18,volume,0.0035165360425202783,3516.5360425202784,0.0865854548179577,180
UNKNOWN,19,loved,0.0033215494146538226,3321.5494146538226,0.08178442174077728,180
