group,rank,term,mean_product_term_share,mean_product_term_per_million,group_tfidf,product_count,review_count
positive_4_5,60,loved,0.0014621800039208586,1462.1800039208586,0.033180587758905235,40618,2066340
positive_4_5,61,sounds,0.0014423350055446707,1442.3350055446708,0.032730254210073535,40618,2066340
positive_4_5,62,battery life,0.0014278789318957845,1427.8789318957845,0.03240220908630639,40618,2066340
positive_4_5,63,works great,0.0014188414050776662,1418.8414050776662,0.032197124588564704,40618,2066340
positive_4_5,64,small,0.00139565082976863,1395.6508297686298,0.031670871379549666,40618,2066340
positive_4_5,65,cord,0.0013937547054730705,1393.7547054730705,0.03162784349076587,40618,2066340
positive_4_5,66,gift,0.00138672301382596,1386.72301382596,0.031468276500952796,40618,2066340
positive_4_5,67,sound great,0.00137745274338688,1377.45274338688,0.031257910457765326,40618,2066340
positive_4_5,68,old,0.0013659123750966787,1365.9123750966787,0.030996030113487383,40618,2066340
positive_4_5,69,right,0.0013424330365861277,1342.4330365861276,0.03046322413208884,40618,2066340
positive_4_5,70,bit,0.0013367084876987473,1336.7084876987474,0.03033331954015862,40618,2066340
positive_4_5,71,need,0.0013352590064461193,1335.2590064461194,0.03030042711940417,40618,2066340
positive_4_5,72,listening,0.0013285750807592305,1328.5750807592306,0.03014875182482134,40618,2066340
positive_4_5,73,working,0.001305234162815326,1305.234162815326,0.029619086958570684,40618,2066340
positive_4_5,74,charge,0.001304303223706494,1304.303223706494,0.02959796157953666,40618,2066340
positive_4_5,75,year,0.0013027389984392624,1302.7389984392623,0.029562465324892977,40618,2066340
positive_4_5,76,purchase,0.0012619390315622677,1261.9390315622677,0.028636610178541362,40618,2066340
positive_4_5,77,way,0.0012525267101893473,1252.5267101893473,0.02842302063792957,40618,2066340
positive_4_5,78,ok,0.0012461211795948535,1246.1211795948536,0.028277662836931727,40618,2066340
positive_4_5,79,fine,0.001239754787220632,1239.7547872206321,0.028133193181818106,40618,2066340
positive_4_5,80,listen,0.0012390389683398716,1239.0389683398716,0.02811694942856689,40618,2066340
positive_4_5,81,looking,0.001232703345565294,1232.703345565294,0.027973178014024574,40618,2066340
positive_4_5,82,definitely,0.0012292563397988895,1229.2563397988895,0.027894956675317342,40618,2066340
positive_4_5,83,worth,0.0012266817423162808,1226.6817423162809,0.02783653250217417,40618,2066340
positive_4_5,84,work great,0.0012180258145205918,1218.025814520592,0.027640107458000777,40618,2066340
positive_4_5,85,audio,0.0012169172696615167,1216.9172696615167,0.027614951752217228,40618,2066340
positive_4_5,86,loud,0.0012071558149330322,1207.1558149330322,0.027393439486692775,40618,2066340
positive_4_5,87,ones,0.0012065400376262449,1206.5400376262448,0.02737946593151283,40618,2066340
positive_4_5,88,purchased,0.0011971518549301974,1197.1518549301975,0.027166424158948897,40618,2066340
positive_4_5,89,money,0.0011880382077013036,1188.0382077013037,0.02695961229524461,40618,2066340
positive_4_5,90,stay,0.001179144412809466,1179.144412809466,0.0267577894409264,40618,2066340
positive_4_5,91,good quality,0.0011787085718289918,1178.7085718289918,0.02674789909920187,40618,2066340
positive_4_5,92,expected,0.0011558483339398195,1155.8483339398194,0.026229142087454232,40618,2066340
positive_4_5,93,kids,0.0011556521712266406,1155.6521712266406,0.02622469065596002,40618,2066340
positive_4_5,94,look,0.0011425435232761618,1142.5435232761617,0.025927222052535597,40618,2066340
positive_4_5,95,does,0.0011331783526750076,1133.1783526750075,0.025714702483005544,40618,2066340
positive_4_5,96,value,0.0011328970085038004,1132.8970085038004,0.025708318067312427,40618,2066340
positive_4_5,97,came,0.0011210720456428457,1121.0720456428458,0.025439979547498458,40618,2066340
positive_4_5,98,cute,0.001119958191789793,1119.9581917897929,0.025414703367122097,40618,2066340
positive_4_5,99,new,0.0011185575679183498,1118.5575679183498,0.025382919644763004,40618,2066340
positive_4_5,100,hours,0.0011158671673205188,1115.8671673205188,0.025321867604040545,40618,2066340
negative_1_2,1,sound,0.01375145607449057,13751.45607449057,0.3922387734282638,32309,637359
negative_1_2,2,ear,0.008481048542779243,8481.048542779243,0.24190864296736153,32309,637359
negative_1_2,3,quality,0.008467554154084376,8467.554154084375,0.24152373663881224,32309,637359
negative_1_2,4,work,0.008390984072456826,8390.984072456826,0.23933969483726034,32309,637359
negative_1_2,5,good,0.006725118118344325,6725.118118344325,0.19182347437322503,32309,637359
negative_1_2,6,just,0.0059898208955899155,5989.820895589915,0.17085027130323063,32309,637359
negative_1_2,7,working,0.0054781103913699525,5478.110391369953,0.1562545296277054,32309,637359
negative_1_2,8,broke,0.005386251557281878,5386.2515572818775,0.1536344000780721,32309,637359
negative_1_2,9,like,0.0050805819174437735,5080.581917443774,0.14491565175390247,32309,637359
negative_1_2,10,pair,0.0045923622950008154,4592.362295000816,0.13098995073480293,32309,637359
negative_1_2,11,don't,0.004442916639287629,4442.916639287629,0.12672724718009631,32309,637359
negative_1_2,12,great,0.003982261465844362,3982.261465844362,0.11358777895025908,32309,637359
negative_1_2,13,sound quality,0.0038518251339867706,3851.8251339867707,0.10986728662267121,32309,637359
negative_1_2,14,months,0.0038139016405146324,3813.9016405146326,0.108785578294255,32309,637359
negative_1_2,15,ears,0.0038061385302824878,3806.138530282488,0.10856414771854357,32309,637359
negative_1_2,16,phone,0.0037646853660796716,3764.6853660796714,0.10738176105392011,32309,637359
negative_1_2,17,time,0.003649062232047432,3649.0622320474317,0.10408379202234484,32309,637359
negative_1_2,18,money,0.0036455244058562005,3645.5244058562002,0.1039828810643827,32309,637359
negative_1_2,19,stopped,0.0034867677088035926,3486.7677088035925,0.09945459462052376,32309,637359
negative_1_2,20,did,0.0033349469525597647,3334.9469525597647,0.09512414503849749,32309,637359
negative_1_2,21,cheap,0.0032876327076801076,3287.6327076801076,0.09377458021592515,32309,637359
negative_1_2,22,hear,0.0032198305869431,3219.8305869431,0.09184063078324994,32309,637359
negative_1_2,23,right,0.003211842156509801,3211.842156509801,0.09161277330126397,32309,637359
negative_1_2,24,worked,0.0030597240795553235,3059.7240795553234,0.08727384311105857,32309,637359
negative_1_2,25,volume,0.0029645448741205706,2964.5448741205705,0.08455900516274427,32309,637359
negative_1_2,26,got,0.002955780058921866,2955.780058921866,0.0843090025198065,32309,637359
negative_1_2,27,charge,0.0029148236623894076,2914.8236623894077,0.08314078537589739,32309,637359
negative_1_2,28,stopped working,0.0029086354764380398,2908.63547643804,0.08296427705167612,32309,637359
negative_1_2,29,fit,0.0028064737932254843,2806.4737932254843,0.08005027484728454,32309,637359
negative_1_2,30,return,0.0028036643412085237,2803.6643412085236,0.07997013962326398,32309,637359
negative_1_2,31,really,0.002768597234348757,2768.597234348757,0.07896990525478367,32309,637359
negative_1_2,32,bad,0.002680683535764829,2680.683535764829,0.07646230452411855,32309,637359
negative_1_2,33,didn't,0.0026456892986834093,2645.689298683409,0.07546414865207701,32309,637359
negative_1_2,34,better,0.0025721642057109037,2572.164205710904,0.07336696038870229,32309,637359
negative_1_2,35,month,0.002553301738379973,2553.301738379973,0.0728289380142252,32309,637359
negative_1_2,36,left,0.0024492040359774,2449.2040359774,0.06985971389091007,32309,637359
negative_1_2,37,weeks,0.0024288429219375606,2428.8429219375607,0.06927894496336104,32309,637359
negative_1_2,38,week,0.00239831474275649,2398.31474275649,0.06840817640677202,32309,637359
negative_1_2,39,noise,0.002372211019636347,2372.2110196363474,0.06766360853824285,32309,637359
negative_1_2,40,it's,0.0023533906316787205,2353.3906316787206,0.06712678641206543,32309,637359
negative_1_2,41,disappointed,0.0023323577423631646,2332.3577423631646,0.06652685614561968,32309,637359
negative_1_2,42,poor,0.0023205396284377055,2320.5396284377052,0.06618976293270847,32309,637359
negative_1_2,43,music,0.0022145261511009777,2214.5261511009776,0.06316589432620065,32309,637359
negative_1_2,44,buds,0.002206335531347337,2206.335531347337,0.06293226971013217,32309,637359
negative_1_2,45,battery,0.002184147713864691,2184.147713864691,0.062299396924348605,32309,637359
negative_1_2,46,waste,0.0021373903899146677,2137.3903899146676,0.06096571740011506,32309,637359
negative_1_2,47,price,0.0021314984634180833,2131.4984634180832,0.060797659413409436,32309,637359
negative_1_2,48,does,0.0021174856212200243,2117.4856212200243,0.060397965009686874,32309,637359
negative_1_2,49,days,0.002099215913694628,2099.215913694628,0.05987685018142167,32309,637359
negative_1_2,50,day,0.002031116350878394,2031.1163508783939,0.05793441667871857,32309,637359
negative_1_2,51,tried,0.002026290641086514,2026.2906410865141,0.057796770855655585,32309,637359
negative_1_2,52,i'm,0.002006965645336023,2006.9656453360233,0.05724555558153344,32309,637359
negative_1_2,53,bluetooth,0.0019604254958806066,1960.4254958806066,0.05591807062003732,32309,637359
negative_1_2,54,stay,0.0019370372038320387,1937.0372038320386,0.055250956175136465,32309,637359
negative_1_2,55,recommend,0.001928676216693459,1928.676216693459,0.05501247209591451,32309,637359
negative_1_2,56,bass,0.0019117682517024073,1911.7682517024073,0.05453019884329797,32309,637359
negative_1_2,57,way,0.0019079734112521667,1907.9734112521667,0.054421956955639283,32309,637359
negative_1_2,58,head,0.0018871853298992201,1887.18532989922,0.053829009453379324,32309,637359
negative_1_2,59,doesn't,0.001831727205697698,1831.727205697698,0.0522471532124399,32309,637359
negative_1_2,60,headset,0.0018249809343098451,1824.9809343098452,0.052054726374143524,32309,637359
negative_1_2,61,returned,0.0017930628926973917,1793.0628926973916,0.05114431416583017,32309,637359
negative_1_2,62,came,0.0017318899519242518,1731.8899519242518,0.049399451721745674,32309,637359
negative_1_2,63,item,0.0017108590168965487,1710.8590168965488,0.048799577198303884,32309,637359
negative_1_2,64,worth,0.0017058492955422425,1705.8492955422425,0.048656682733267884,32309,637359
negative_1_2,65,terrible,0.001666603768910392,1666.6037689103919,0.0475372654769979,32309,637359
negative_1_2,66,set,0.0016609042005435142,1660.9042005435142,0.04737469420504062,32309,637359
negative_1_2,67,cord,0.0016551503734102723,1655.1503734102723,0.04721057528664858,32309,637359
negative_1_2,68,broken,0.001645357785359802,1645.357785359802,0.04693125703083638,32309,637359
negative_1_2,69,waste money,0.0016166007171603653,1616.6007171603653,0.04611100664448899,32309,637359
negative_1_2,70,works,0.0015725292237694479,1572.529223769448,0.044853936235569,32309,637359
negative_1_2,71,long,0.0015718518800518974,1571.8518800518975,0.04483461606557956,32309,637359
negative_1_2,72,low,0.0015626213335463062,1562.6213335463062,0.04457132916564597,32309,637359
negative_1_2,73,can't,0.0015594869094324312,1559.4869094324313,0.04448192462090754,32309,637359
negative_1_2,74,comfortable,0.001542748323829914,1542.7483238299142,0.044004482650392536,32309,637359
negative_1_2,75,don,0.0014858933544425385,1485.8933544425386,0.042382783585580466,32309,637359
negative_1_2,76,purchased,0.0014773285107092542,1477.3285107092543,0.04213848481588289,32309,637359
negative_1_2,77,case,0.001465437761574122,1465.4377615741219,0.04179931979723739,32309,637359
negative_1_2,78,i've,0.001464867798564189,1464.8677985641891,0.0417830624939595,32309,637359
negative_1_2,79,lasted,0.0014570812858313816,1457.0812858313816,0.04156096439852468,32309,637359
negative_1_2,80,charging,0.0013984022961274199,1398.40229612742,0.03988723800745635,32309,637359
negative_1_2,81,turn,0.001398127432152361,1398.127432152361,0.039879397942531404,32309,637359
negative_1_2,82,audio,0.001360945790355754,1360.945790355754,0.03881884977269765,32309,637359
negative_1_2,83,received,0.0013574630764238516,1357.4630764238516,0.038719510805721995,32309,637359
negative_1_2,84,apart,0.0013553594573107977,1355.3594573107978,0.03865950836116668,32309,637359
negative_1_2,85,horrible,0.001309183422055386,1309.183422055386,0.037342409187649965,32309,637359
negative_1_2,86,uncomfortable,0.001304149987531451,1304.149987531451,0.037198838341544284,32309,637359
negative_1_2,87,piece,0.0013014778696583678,1301.4778696583678,0.03712262035914908,32309,637359
negative_1_2,88,new,0.0012796960813794194,1279.6960813794194,0.03650132892125854,32309,637359
negative_1_2,89,ok,0.001272381642087392,1272.381642087392,0.036292695982268,32309,637359
negative_1_2,90,purchase,0.0012699747097877053,1269.9747097877053,0.03622404200353004,32309,637359
negative_1_2,91,different,0.0012320052488832794,1232.0052488832794,0.03514102252601365,32309,637359
negative_1_2,92,small,0.0012182896982306452,1218.2896982306452,0.03474980789857778,32309,637359
negative_1_2,93,box,0.0012156900308212012,1215.6900308212012,0.034675656452325246,32309,637359
negative_1_2,94,fine,0.0012133651206886664,1213.3651206886664,0.03460934202759985,32309,637359
negative_1_2,95,connect,0.0012093704429134524,1209.3704429134525,0.03449540009284738,32309,637359
negative_1_2,96,bud,0.0012025743979706689,1202.5743979706688,0.03430155354175628,32309,637359
negative_1_2,97,little,0.0011885823401775418,1188.582340177542,0.03390245198067182,32309,637359
negative_1_2,98,ear buds,0.0011876676657261685,1187.6676657261685,0.03387636232275128,32309,637359
negative_1_2,99,sounds,0.001187096508772907,1187.0965087729069,0.0338600709641076,32309,637359
negative_1_2,100,pay,0.0011841897261348367,1184.1897261348367,0.03377715953637201,32309,637359
neutral_3,1,sound,0.01684508502723361,16845.08502723361,0.45138974162590867,23159,260062
neutral_3,2,good,0.012473714251991876,12473.714251991876,0.33425219547536467,23159,260062
neutral_3,3,ear,0.00894692591405505,8946.92591405505,0.23974652369888855,23159,260062
neutral_3,4,quality,0.008907570350428022,8907.57035042802,0.23869193135528055,23159,260062
neutral_3,5,great,0.007696685314413656,7696.685314413656,0.20624442024675596,23159,260062
neutral_3,6,like,0.00624604240495002,6246.04240495002,0.167372231294571,23159,260062
neutral_3,7,work,0.006114679603687393,6114.679603687393,0.1638521647098474,23159,260062
neutral_3,8,just,0.005941509288652898,5941.509288652897,0.15921180203822394,23159,260062
neutral_3,9,ears,0.005383130791858862,5383.130791858862,0.14424919870378916,23159,260062
neutral_3,10,sound quality,0.004841156540751597,4841.156540751597,0.12972617214858395,23159,260062
neutral_3,11,ok,0.004658717715743173,4658.717715743172,0.12483744561796986,23159,260062
neutral_3,12,price,0.004646202802984353,4646.202802984353,0.12450208944567737,23159,260062
neutral_3,13,fit,0.003771488218177102,3771.488218177102,0.1010627782285347,23159,260062
neutral_3,14,really,0.0036490289980526244,3649.0289980526245,0.09778129667813992,23159,260062
neutral_3,15,pair,0.0036322605516656246,3632.2605516656245,0.09733196058575104,23159,260062
neutral_3,16,phone,0.00358479166430079,3584.79166430079,0.0960599593599786,23159,260062
neutral_3,17,better,0.003582533563778457,3582.533563778457,0.09599945011293749,23159,260062
neutral_3,18,don't,0.003557555332191757,3557.5553321917573,0.09533012030641148,23159,260062
neutral_3,19,volume,0.0032849023828472644,3284.9023828472646,0.08802396873999437,23159,260062
neutral_3,20,noise,0.0031891277912099755,3189.1277912099754,0.08545754250328556,23159,260062
neutral_3,21,it's,0.00308295077936973,3082.95077936973,0.08261236755381543,23159,260062
neutral_3,22,comfortable,0.003040983271337783,3040.983271337783,0.08148778417672964,23159,260062
neutral_3,23,bass,0.003029620065057372,3029.620065057372,0.08118328973584886,23159,260062
neutral_3,24,music,0.0029701958255066298,2970.1958255066297,0.0795909266166506,23159,260062
neutral_3,25,time,0.002960278075591991,2960.278075591991,0.07932516538337446,23159,260062
neutral_3,26,battery,0.0028636155801098975,2863.6155801098976,0.0767349464091136,23159,260062
neutral_3,27,working,0.0027561608436034004,2756.1608436034003,0.07385553287871403,23159,260062
neutral_3,28,little,0.0026671351802887494,2667.1351802887493,0.07146995446835235,23159,260062
neutral_3,29,hear,0.002620839245444123,2620.839245444123,0.07022938429408129,23159,260062
neutral_3,30,works,0.0026033984608169634,2603.3984608169635,0.06976203187324881,23159,260062
neutral_3,31,buds,0.0025536687492252203,2553.6687492252204,0.0684294484146176,23159,260062
neutral_3,32,nice,0.0025522459745762763,2552.2459745762762,0.06839132299820441,23159,260062
neutral_3,33,months,0.0024775759501720934,2477.5759501720936,0.06639042582442863,23159,260062
neutral_3,34,long,0.0024018701260634726,2401.8701260634725,0.06436177281800454,23159,260062
neutral_3,35,head,0.0023680561441233802,2368.0561441233804,0.06345567560646746,23159,260062
neutral_3,36,broke,0.0023115302982826542,2311.5302982826543,0.06194097936670491,23159,260062
neutral_3,37,i'm,0.0022529294362580517,2252.9294362580517,0.0603706799039491,23159,260062
neutral_3,38,pretty,0.0022465172176705885,2246.5172176705887,0.06019885472842969,23159,260062
neutral_3,39,right,0.0022357067014559676,2235.7067014559675,0.059909170460699886,23159,260062
neutral_3,40,got,0.0021331680847308868,2133.1680847308867,0.05716149185679951,23159,260062
neutral_3,41,fine,0.0020992550954939044,2099.2550954939043,0.05625274159375868,23159,260062
neutral_3,42,cord,0.0020335440473627574,2033.5440473627573,0.05449191385142717,23159,260062
neutral_3,43,cheap,0.001976645225572442,1976.645225572442,0.052967223152316646,23159,260062
neutral_3,44,didn't,0.0019747492218232226,1974.7492218232226,0.05291641684049938,23159,260062
neutral_3,45,does,0.0019688813971076996,1968.8813971076995,0.05275917952896525,23159,260062
neutral_3,46,bluetooth,0.0019253282032778863,1925.3282032778864,0.05159210528279559,23159,260062
neutral_3,47,did,0.0018931410401465494,1893.1410401465494,0.050729601162095926,23159,260062
neutral_3,48,bad,0.001888584896153207,1888.584896153207,0.05060751233579197,23159,260062
neutral_3,49,headset,0.0018121860109112909,1812.1860109112909,0.04856028769940084,23159,260062
neutral_3,50,case,0.0017915938645781757,1791.5938645781757,0.04800848973591178,23159,260062
neutral_3,51,stay,0.0017839413083223646,1783.9413083223646,0.04780342782108595,23159,260062
neutral_3,52,okay,0.0017331685525446888,1733.1685525446887,0.046442894402877126,23159,260062
neutral_3,53,way,0.0017299728907139514,1729.9728907139513,0.04635726177082046,23159,260062
neutral_3,54,set,0.0017149657879968346,1714.9657879968347,0.04595512356806986,23159,260062
neutral_3,55,loud,0.0017059995576481348,1705.999557648135,0.0457148597526059,23159,260062
neutral_3,56,worked,0.00168531588214606,1685.31588214606,0.04516060912545492,23159,260062
neutral_3,57,bit,0.0016830064933850734,1683.0064933850733,0.04509872553184586,23159,260062
neutral_3,58,decent,0.0016821684474913503,1682.1684474913504,0.045076268814125124,23159,260062
neutral_3,59,small,0.0016680208245810678,1668.0208245810677,0.044697161683483234,23159,260062
neutral_3,60,life,0.0016422034777389713,1642.2034777389713,0.0440053465040597,23159,260062
neutral_3,61,charge,0.001615320512300743,1615.320512300743,0.04328497644931187,23159,260062
neutral_3,62,doesn't,0.001579529007914684,1579.529007914684,0.04232588850816427,23159,260062
neutral_3,63,i've,0.0015191050635470532,1519.1050635470533,0.040706736773873355,23159,260062
neutral_3,64,left,0.0014956089799446997,1495.6089799446997,0.04007712338282544,23159,260062
neutral_3,65,hard,0.0014895707955363692,1489.5707955363691,0.03991532102352838,23159,260062
neutral_3,66,big,0.0014782685270106086,1478.2685270106085,0.03961245950271197,23159,260062
neutral_3,67,can't,0.0014629700911993422,1462.9700911993423,0.03920251458542816,23159,260062
neutral_3,68,battery life,0.0014609174407130261,1460.917440713026,0.03914751068540815,23159,260062
neutral_3,69,sounds,0.0014537052711276535,1453.7052711276535,0.03895424960299507,23159,260062
neutral_3,70,audio,0.0014323964350857748,1432.3964350857748,0.038383246845826315,23159,260062
neutral_3,71,stopped,0.0014124828504224825,1412.4828504224824,0.037849631977069226,23159,260062
neutral_3,72,love,0.0014104993098931942,1410.499309893194,0.03779647998373868,23159,260062
neutral_3,73,wear,0.0013936302511257973,1393.6302511257973,0.037344447829185765,23159,260062
neutral_3,74,problem,0.001370540894295488,1370.540894295488,0.03672573330224263,23159,260062
neutral_3,75,listening,0.0013613929531504873,1361.3929531504873,0.0364806002688875,23159,260062
neutral_3,76,best,0.0013585888987226,1358.5888987226,0.03640546135438141,23159,260062
neutral_3,77,they're,0.001336524861167802,1336.5248611678019,0.035814221821011114,23159,260062
neutral_3,78,need,0.001333011807227256,1333.011807227256,0.03572008418335733,23159,260062
neutral_3,79,easily,0.0013274767326727532,1327.476732672753,0.03557176341982317,23159,260062
neutral_3,80,ear buds,0.001299297002988425,1299.297002988425,0.03481664458956899,23159,260062
neutral_3,81,low,0.001252087180228071,1252.087180228071,0.033551585394940464,23159,260062
neutral_3,82,year,0.0012513639148294144,1251.3639148294144,0.033532204395622336,23159,260062
neutral_3,83,look,0.0012434902779070538,1243.4902779070537,0.033321218287194,23159,260062
neutral_3,84,easy,0.0012079695807878216,1207.9695807878215,0.03236938703973513,23159,260062
neutral_3,85,came,0.0012044729497823169,1204.4729497823168,0.032275689479670334,23159,260062
neutral_3,86,uncomfortable,0.0012016688484335122,1201.6688484335123,0.03220054930784671,23159,260062
neutral_3,87,think,0.0011981876106318043,1198.1876106318043,0.032107264232151884,23159,260062
neutral_3,88,good sound,0.0011945593131710607,1194.5593131710607,0.032010038468631,23159,260062
neutral_3,89,sound good,0.0011890095980258905,1189.0095980258905,0.03186132538814338,23159,260062
neutral_3,90,tried,0.00118149964440876,1181.49964440876,0.03166008472848636,23159,260062
neutral_3,91,stopped working,0.0011707630270786126,1170.7630270786126,0.031372380694059926,23159,260062
neutral_3,92,fall,0.0011496401230821555,1149.6401230821555,0.030806360269589828,23159,260062
neutral_3,93,lot,0.001141621778039309,1141.621778039309,0.030591496486396905,23159,260062
neutral_3,94,mic,0.0011411137069664995,1141.1137069664994,0.030577881947205662,23159,260062
neutral_3,95,overall,0.0011404754324056646,1140.4754324056646,0.030560778406995812,23159,260062
neutral_3,96,expected,0.0011342619392610473,1134.2619392610472,0.03039427838276864,23159,260062
neutral_3,97,make,0.0011338763502227037,1133.8763502227036,0.030383945936472864,23159,260062
neutral_3,98,weeks,0.0011296976157627828,1129.6976157627828,0.030271970374156767,23159,260062
neutral_3,99,feel,0.0011267961351681735,1126.7961351681736,0.030194220776940967,23159,260062
neutral_3,100,hours,0.0011231029960699088,1123.1029960699088,0.030095257482860877,23159,260062
