group,rank,term,mean_product_term_share,mean_product_term_per_million,group_tfidf,product_count
$25-49,17,really,0.0034269511779407313,3426.951177940731,0.09440094444255084,3089
$25-49,18,noise,0.0033318894741240362,3331.889474124036,0.0917823151844572,3089
$25-49,19,time,0.0033203902887246547,3320.390288724655,0.0914655514181657,3089
$25-49,20,phone,0.003290820343827234,3290.820343827234,0.09065099918777528,3089
$25-49,21,don't,0.0031181796748464947,3118.1796748464944,0.08589533114503159,3089
$25-49,22,music,0.002980078971531262,2980.0789715312617,0.08209112263892372,3089
$25-49,23,hear,0.0029610115388457293,2961.0115388457293,0.08156587919069617,3089
$25-49,24,works,0.0029316875634373585,2931.6875634373587,0.08075810258997328,3089
$25-49,25,charge,0.002813574471457269,2813.5744714572693,0.07750448534975032,3089
$25-49,26,better,0.0027707576350199316,2770.7576350199315,0.07632502594462517,3089
$25-49,27,buds,0.002764043539712982,2764.0435397129822,0.07614007526831172,3089
$25-49,28,volume,0.0025838461667742666,2583.8461667742667,0.07117624552338284,3089
$25-49,29,case,0.002582599728615206,2582.599728615206,0.07114191035684705,3089
$25-49,30,life,0.002520018141476129,2520.018141476129,0.0694179987444871,3089
$25-49,31,nice,0.002454733782080133,2454.733782080133,0.06761963487400668,3089
$25-49,32,easy,0.002413023715108575,2413.023715108575,0.06647066323407712,3089
$25-49,33,long,0.002331021918999457,2331.021918999457,0.06421179037691027,3089
$25-49,34,bass,0.0022814906197214124,2281.4906197214123,0.06284737017115649,3089
$25-49,35,bluetooth,0.0022631311098939067,2263.131109893907,0.06234162760955389,3089
$25-49,36,battery life,0.0022620298236755523,2262.029823675552,0.06231129088932763,3089
$25-49,37,it's,0.0022399302083018543,2239.9302083018542,0.061702521036835066,3089
$25-49,38,i'm,0.0022269784068907226,2226.9784068907225,0.06134574259968852,3089
$25-49,39,recommend,0.002184798397128134,2184.798397128134,0.06018382562117555,3089
$25-49,40,little,0.0021679190137321143,2167.9190137321143,0.05971885554968779,3089
$25-49,41,got,0.002113449186014998,2113.449186014998,0.058218395545116416,3089
