group,rank,term,term_count,term_per_million,group_tfidf,product_count,review_count
negative_1_2,2,ear,175996,7991.431900532381,0.008307993685917864,32309,637359
negative_1_2,3,quality,161194,7319.319040060097,0.008252184903930829,32309,637359
negative_1_2,4,just,143130,6499.088887947452,0.00817668155978198,32309,637359
negative_1_2,5,good,132215,6003.472628519335,0.008126290694395202,32309,637359
negative_1_2,6,work,125904,5716.909713883435,0.008095220612453593,32309,637359
negative_1_2,7,pair,120379,5466.036618753765,0.008066713820419891,32309,637359
negative_1_2,8,like,107678,4889.323644773323,0.007995883085335612,32309,637359
negative_1_2,9,working,98604,4477.301479125065,0.007939959446529608,32309,637359
negative_1_2,10,great,96850,4397.657785214216,0.007928557623017154,32309,637359
negative_1_2,11,months,91958,4175.527254648724,0.007895631477117,32309,637359
negative_1_2,12,time,87016,3951.126379330927,0.007860540065246108,32309,637359
negative_1_2,13,phone,86790,3940.864421050509,0.007858888021479769,32309,637359
negative_1_2,14,sound quality,84334,3829.345086817302,0.007840652218533528,32309,637359
negative_1_2,15,don't,81157,3685.087381255861,0.007816258735015989,32309,637359
negative_1_2,16,right,80270,3644.8114653499756,0.007809277545235415,32309,637359
negative_1_2,17,ears,76469,3472.219857279772,0.007778461025974041,32309,637359
negative_1_2,18,noise,69389,3150.7390403534255,0.007716741572505885,32309,637359
negative_1_2,19,charge,68943,3130.487565162867,0.007712645276453373,32309,637359
negative_1_2,20,stopped,68568,3113.4599795205822,0.007709180521427595,32309,637359
negative_1_2,21,really,67064,3045.1680093712566,0.007695091491183729,32309,637359
negative_1_2,22,battery,66964,3040.627319866647,0.007694143548294812,32309,637359
negative_1_2,23,left,66614,3024.734906600514,0.007690814564117581,32309,637359
negative_1_2,24,volume,62152,2822.129340904842,0.00764677125829876,32309,637359
negative_1_2,25,better,59014,2679.6425042501987,0.007613859815376386,32309,637359
negative_1_2,26,got,58478,2655.304408505492,0.007608063698485348,32309,637359
negative_1_2,27,music,58269,2645.814367440859,0.007605789236670662,32309,637359
negative_1_2,28,buds,58142,2640.047691770005,0.007604403159205829,32309,637359
negative_1_2,29,money,57791,2624.109871608826,0.007600556541745381,32309,637359
negative_1_2,30,hear,57390,2605.901706695342,0.007596133277224102,32309,637359
negative_1_2,31,i'm,56941,2585.5140108196456,0.007591143717780063,32309,637359
negative_1_2,32,fit,55257,2509.0487995620233,0.007572072992224633,32309,637359
negative_1_2,33,it's,54799,2488.252441630912,0.007566785717335855,32309,637359
negative_1_2,34,bluetooth,53875,2446.296470608321,0.007555982965143663,32309,637359
negative_1_2,35,worked,53452,2427.0893540038237,0.007550975577015714,32309,637359
negative_1_2,36,return,52581,2387.5399484186755,0.007540538845681446,32309,637359
negative_1_2,37,did,51969,2359.750928650466,0.007533101636874653,32309,637359
negative_1_2,38,stopped working,51959,2359.2968597000045,0.00753297938794623,32309,637359
negative_1_2,39,tried,51335,2330.9629571912424,0.007525304140131851,32309,637359
negative_1_2,40,case,47297,2147.6099149951137,0.007473260349684748,32309,637359
negative_1_2,41,broke,46981,2133.261336160548,0.007469001856294368,32309,637359
negative_1_2,42,price,46380,2105.9717922378454,0.007460822999469308,32309,637359
negative_1_2,43,i've,45915,2084.8575860414117,0.007454421877789711,32309,637359
negative_1_2,44,bad,43009,1952.9051490374623,0.007412887383845628,32309,637359
negative_1_2,45,charging,42020,1907.9977298368751,0.007398109017250071,32309,637359
negative_1_2,46,set,42003,1907.2258126210918,0.007397851960878548,32309,637359
negative_1_2,47,way,41690,1893.013454471664,0.007393100415774251,32309,637359
negative_1_2,48,disappointed,41436,1881.4801031299562,0.007389218234461058,32309,637359
negative_1_2,49,headset,40060,1819.0002155465309,0.007367764591701612,32309,637359
negative_1_2,50,month,40009,1816.68446389918,0.007366955340301043,32309,637359
negative_1_2,51,didn't,39647,1800.247167892494,0.007361181421186454,32309,637359
negative_1_2,52,bass,39054,1773.32087913016,0.007351608151551322,32309,637359
negative_1_2,53,stay,38319,1739.946811271281,0.0073395386705257665,32309,637359
negative_1_2,54,weeks,37237,1690.816550831407,0.007321343102292672,32309,637359
negative_1_2,55,head,36710,1666.8871171421154,0.007312288382026571,32309,637359
negative_1_2,56,life,36198,1643.6387868785152,0.0073033660260802885,32309,637359
negative_1_2,57,day,36168,1642.2765800271325,0.007302839324839851,32309,637359
negative_1_2,58,turn,35802,1625.657656440262,0.007296378157992011,32309,637359
negative_1_2,59,can't,35037,1590.92138173,0.007282657228701177,32309,637359
negative_1_2,60,recommend,35012,1589.7862093538477,0.007282203792994263,32309,637359
negative_1_2,61,cheap,34851,1582.4756992514265,0.007279275887575459,32309,637359
negative_1_2,62,new,34352,1559.8176586234256,0.007270114510046759,32309,637359
negative_1_2,63,audio,34177,1551.871451990359,0.007266870051515297,32309,637359
negative_1_2,64,days,34067,1546.8766935352887,0.007264822163443559,32309,637359
negative_1_2,65,problem,33341,1513.9112877318244,0.007251137957499161,32309,637359
negative_1_2,66,does,33175,1506.3737431541726,0.0072479672184992934,32309,637359
negative_1_2,67,year,32031,1454.428255221441,0.007225674621775851,32309,637359
negative_1_2,68,week,31880,1447.5718140694808,0.007222672835470766,32309,637359
negative_1_2,69,bud,31626,1436.0384627277729,0.0072175912538832805,32309,637359
negative_1_2,70,purchased,31443,1427.7290009343376,0.007213904755965611,32309,637359
negative_1_2,71,comfortable,31413,1426.3667940829548,0.007213298365761395,32309,637359
negative_1_2,72,long,31218,1417.5124495489665,0.007209342657100746,32309,637359
negative_1_2,73,doesn't,31199,1416.6497185430908,0.007208955908854687,32309,637359
negative_1_2,74,battery life,30615,1390.1320918361719,0.007196952169664294,32309,637359
negative_1_2,75,poor,30425,1381.5047817774139,0.007192997428102696,32309,637359
negative_1_2,76,times,30415,1381.0507128269528,0.007192788600247528,32309,637359
negative_1_2,77,issue,29946,1359.754879050335,0.0071829166539100426,32309,637359
negative_1_2,78,waste,29461,1337.7325349529792,0.007172543963983799,32309,637359
negative_1_2,79,reviews,29385,1334.2816109294758,0.007170903092696016,32309,637359
negative_1_2,80,fine,29359,1333.1010316582774,0.00717034076756832,32309,637359
negative_1_2,81,connect,28842,1309.6256669194468,0.0071590545309971314,32309,637359
negative_1_2,82,hours,28663,1301.497832706196,0.007155099713423737,32309,637359
negative_1_2,83,different,28521,1295.0500536096506,0.007151944764478855,32309,637359
negative_1_2,84,pretty,28488,1293.5516260731295,0.007151209322874142,32309,637359
negative_1_2,85,little,28409,1289.9644813644882,0.007149445253615786,32309,637359
negative_1_2,86,going,28072,1274.6623577339544,0.007141864536219943,32309,637359
negative_1_2,87,second,27808,1262.6749374417855,0.0071358620884460966,32309,637359
negative_1_2,88,ear buds,27697,1257.6347720916692,0.007133321296640037,32309,637359
negative_1_2,89,low,27481,1247.8268827617128,0.007128347733403921,32309,637359
negative_1_2,90,make,27275,1238.4730623822174,0.007123567873322079,32309,637359
negative_1_2,91,works,26872,1220.1740836786414,0.007114111681026887,32309,637359
negative_1_2,92,want,26619,1208.6861392319795,0.007108102425492367,32309,637359
negative_1_2,93,longer,26448,1200.9215601790975,0.007104008398456285,32309,637359
negative_1_2,94,replacement,26146,1187.208677875177,0.007096712930679844,32309,637359
negative_1_2,95,worth,26088,1184.5750779625037,0.00709530217269595,32309,637359
negative_1_2,96,terrible,25961,1178.8084022916496,0.007092202114674454,32309,637359
negative_1_2,97,connection,25936,1177.6732299154974,0.007091590080858588,32309,637359
negative_1_2,98,device,25800,1171.4978921892287,0.007088250248330288,32309,637359
negative_1_2,99,cord,25770,1170.1356853378456,0.007087511150713812,32309,637359
negative_1_2,100,returned,25259,1146.9327619692915,0.007074787961399498,32309,637359
neutral_3,1,sound,175891,15112.219339956588,0.009225968573280964,23159,260062
neutral_3,2,good,110056,9455.801670797608,0.008895187624675423,23159,260062
neutral_3,3,ear,98032,8422.722517551349,0.008813567125088939,23159,260062
neutral_3,4,quality,93855,8063.842642043229,0.008782848569337944,23159,260062
neutral_3,5,great,72894,6262.913489415579,0.008604542825166412,23159,260062
neutral_3,6,just,71848,6173.04316387536,0.008594346165213276,23159,260062
neutral_3,7,like,70586,6064.614530192992,0.008581844429614488,23159,260062
neutral_3,8,ears,56284,4835.813960521667,0.00842210910464446,23159,260062
neutral_3,9,sound quality,55175,4740.530795106655,0.008408069851765367,23159,260062
neutral_3,10,work,50668,4353.297948825809,0.008347952287693094,23159,260062
neutral_3,11,noise,50217,4314.548888769749,0.008341644659331062,23159,260062
neutral_3,12,pair,46500,3995.1913361569455,0.008287392508702541,23159,260062
neutral_3,13,really,43916,3773.17898319717,0.008247057815308594,23159,260062
neutral_3,14,phone,43424,3730.9072813178323,0.008239109597319707,23159,260062
neutral_3,15,price,42958,3690.869449863012,0.008231497924096661,23159,260062
neutral_3,16,don't,42205,3626.173125645245,0.008219022118378922,23159,260062
neutral_3,17,better,41595,3573.763088762326,0.008208751259835728,23159,260062
neutral_3,18,fit,40836,3508.5512559850545,0.008195759237996505,23159,260062
neutral_3,19,battery,40791,3504.6849417887734,0.008194981394933293,23159,260062
neutral_3,20,music,40511,3480.627875678581,0.008190122116553233,23159,260062
neutral_3,21,time,38096,3273.135680478172,0.008146760459652513,23159,260062
neutral_3,22,it's,36624,3146.664247213161,0.008118960741050793,23159,260062
neutral_3,23,volume,36475,3133.862451318809,0.008116084742289259,23159,260062
neutral_3,24,bass,35469,3047.428849508617,0.008096353929823843,23159,260062
neutral_3,25,i'm,34410,2956.4415887561395,0.008074969592803854,23159,260062
neutral_3,26,buds,33267,2858.2372081706044,0.008051137636722437,23159,260062
neutral_3,27,comfortable,30328,2605.723932106835,0.00798588480771689,23159,260062
neutral_3,28,hear,29657,2548.0728915356244,0.007970101019939078,23159,260062
neutral_3,29,right,29308,2518.0874769911347,0.007961749808947918,23159,260062
neutral_3,30,case,27678,2378.040984992515,0.007921380513093058,23159,260062
neutral_3,31,bluetooth,27622,2373.229571770476,0.007919951697093234,23159,260062
neutral_3,32,little,26124,2244.524268080947,0.007880615585882622,23159,260062
neutral_3,33,pretty,25460,2187.4746541624913,0.007862452471724705,23159,260062
neutral_3,34,head,25438,2185.5844561109757,0.007861842604560599,23159,260062
neutral_3,35,life,25436,2185.4126199244743,0.007861787135939368,23159,260062
neutral_3,36,months,24784,2129.3940231250267,0.007843467849613994,23159,260062
neutral_3,37,i've,24717,2123.6375108772304,0.007841558109123853,23159,260062
neutral_3,38,working,23143,1988.4024321006493,0.007795138450261508,23159,260062
neutral_3,39,battery life,22728,1952.746423401614,0.007782373033478422,23159,260062
neutral_3,40,long,22701,1950.4266348838457,0.007781534454639822,23159,260062
neutral_3,41,got,21965,1887.19091825134,0.007758282828866774,23159,260062
neutral_3,42,way,21206,1821.9790854740686,0.007733473919031363,23159,260062
neutral_3,43,set,21174,1819.2297064900465,0.007732408544356011,23159,260062
neutral_3,44,headset,21017,1805.7405658496887,0.0077271581116255305,23159,260062
neutral_3,45,charge,20653,1774.4663799064388,0.007714832678475431,23159,260062
neutral_3,46,ok,20508,1762.008256385089,0.007709862212078912,23159,260062
neutral_3,47,left,20408,1753.4164470600203,0.007706413785725202,23159,260062
neutral_3,48,audio,19726,1694.820307463052,0.007682435010474779,23159,260062
neutral_3,49,nice,19413,1667.9279442755867,0.0076711511649645,23159,260062
neutral_3,50,fine,19276,1656.1571655002426,0.00766615486920999,23159,260062
neutral_3,51,bit,19207,1650.2288170659451,0.007663625024311267,23159,260062
neutral_3,52,did,19115,1642.324352486882,0.007660237723580831,23159,260062
neutral_3,53,stay,18852,1619.7278939619514,0.007650463783474032,23159,260062
neutral_3,54,listening,18227,1566.029085680272,0.007626678605747719,23159,260062
neutral_3,55,bad,18015,1547.8144499111263,0.0076184250342251686,23159,260062
neutral_3,56,problem,17772,1526.9363532512093,0.007608844253167993,23159,260062
neutral_3,57,does,17668,1518.0008715531378,0.007604703740350823,23159,260062
neutral_3,58,cord,17436,1498.0678739189784,0.007595378694781461,23159,260062
neutral_3,59,tried,17147,1473.23754496953,0.007583587480045418,23159,260062
neutral_3,60,works,16923,1453.9918920813761,0.007574310739651205,23159,260062
neutral_3,61,wear,16820,1445.1423284765553,0.007570003806388562,23159,260062
neutral_3,62,can't,16543,1421.343016646115,0.007558288924518273,23159,260062
neutral_3,63,issue,16449,1413.2667158805505,0.007554268854236491,23159,260062
neutral_3,64,hours,16445,1412.9230435075478,0.0075540972782257325,23159,260062
neutral_3,65,didn't,16322,1402.355118037713,0.007548800842201505,23159,260062
neutral_3,66,decent,16211,1392.8182096868868,0.0075439867565659235,23159,260062
neutral_3,67,want,16097,1383.0235470563086,0.007539008126698495,23159,260062
neutral_3,68,think,15994,1374.1739834514879,0.007534479477022566,23159,260062
neutral_3,69,small,15895,1365.66809221967,0.007530099125641234,23159,260062
neutral_3,70,doesn't,15848,1361.6299418368876,0.007528010005256128,23159,260062
neutral_3,71,charging,15817,1358.9664809461162,0.007526628681118524,23159,260062
neutral_3,72,need,15732,1351.6634430198078,0.007522827245504792,23159,260062
neutral_3,73,they're,15310,1315.406007668018,0.007503644853000516,23159,260062
neutral_3,74,make,15113,1298.4801432976328,0.007494508275982774,23159,260062
neutral_3,75,overall,15086,1296.160354779864,0.007493246783757074,23159,260062
neutral_3,76,feel,15016,1290.146088252316,0.0074899657044182185,23159,260062
neutral_3,77,lot,14814,1272.7906334156773,0.007480410983305953,23159,260062
neutral_3,78,loud,14690,1262.136789852592,0.007474480957224007,23159,260062
neutral_3,79,sounds,14678,1261.1057727335838,0.007473904429549239,23159,260062
neutral_3,80,calls,14641,1257.9268032833083,0.007472123830809091,23159,260062
neutral_3,81,different,14620,1256.122523325044,0.007471111217885569,23159,260062
neutral_3,82,love,14171,1217.5452994554855,0.00744910537216366,23159,260062
neutral_3,83,best,14056,1207.6647187316564,0.007443356948339814,23159,260062
neutral_3,84,ear buds,14021,1204.6575854678827,0.0074415980901393975,23159,260062
neutral_3,85,turn,13760,1182.2329631294533,0.007428341901623144,23159,260062
neutral_3,86,low,13609,1169.2593310485993,0.0074205573126818825,23159,260062
neutral_3,87,say,13607,1169.087494862098,0.0074204536269587736,23159,260062
neutral_3,88,big,13578,1166.5958701578281,0.007418948468977184,23159,260062
neutral_3,89,going,13470,1157.316716086754,0.007413314633420811,23159,260062
neutral_3,90,year,13330,1145.2881830316578,0.007405943904267415,23159,260062
neutral_3,91,cheap,13257,1139.0161622243575,0.00740206983058423,23159,260062
neutral_3,92,hard,13141,1129.0496634072779,0.007395869668817453,23159,260062
neutral_3,93,worked,12998,1116.7633760724298,0.007388150604456072,23159,260062
neutral_3,94,day,12937,1111.5223723841377,0.007384831983554537,23159,260062
neutral_3,95,fall,12836,1102.8446449658184,0.007379302661528454,23159,260062
neutral_3,96,far,12695,1090.7301938174714,0.007371510302340594,23159,260062
neutral_3,97,people,12561,1079.2171693218793,0.00736402416888023,23159,260062
neutral_3,98,sure,12441,1068.9069981317969,0.007357252073117917,23159,260062
neutral_3,99,easy,12428,1067.790062919538,0.007356514511462902,23159,260062
neutral_3,100,new,12382,1063.8378306300065,0.007353898468779358,23159,260062
