group,rank,term,term_count,term_per_million,group_tfidf,product_count
PRICE_MISSING,52,far,71261,1552.156271148268,0.006521772819908792,35718
PRICE_MISSING,53,way,71029,1547.1030126351068,0.006520025901472709,35718
PRICE_MISSING,54,hours,70358,1532.4877692629886,0.006514941089021574,35718
PRICE_MISSING,55,cord,68340,1488.533132713162,0.006499351299592438,35718
PRICE_MISSING,56,stay,67093,1461.371868204919,0.006489485941226442,35718
PRICE_MISSING,57,listening,66873,1456.5799851320937,0.006487726449946632,35718
PRICE_MISSING,58,tried,66602,1450.6772564378405,0.006485551102682623,35718
PRICE_MISSING,59,audio,65447,1425.5198703055066,0.006476179441455152,35718
PRICE_MISSING,60,wear,65130,1418.6152024232988,0.006473578371295578,35718
PRICE_MISSING,61,day,64286,1400.2317964530046,0.006466590912352092,35718
PRICE_MISSING,62,bit,64113,1396.4636338548282,0.006465147324022695,35718
PRICE_MISSING,63,ear buds,62862,1369.2152441998066,0.006454591022692394,35718
PRICE_MISSING,64,excellent,61985,1350.1130557685885,0.006447064623246173,35718
PRICE_MISSING,65,left,60359,1314.696683603069,0.006432824226932987,35718
PRICE_MISSING,66,can't,60099,1309.0335490624573,0.006430511645619635,35718
PRICE_MISSING,67,money,59851,1303.631789962181,0.006428296457134848,35718
PRICE_MISSING,68,clear,59230,1290.1056109247963,0.006422709032195251,35718
PRICE_MISSING,69,new,58546,1275.207210825648,0.006416486562045127,35718
PRICE_MISSING,70,amazing,58243,1268.6074809571655,0.0064137068468514665,35718
PRICE_MISSING,71,great sound,58203,1267.7362294893792,0.00641333880765707,35718
PRICE_MISSING,72,sounds,57325,1248.6122597714664,0.006405195998425816,35718
PRICE_MISSING,73,want,57252,1247.0222258427561,0.006404513370407428,35718
PRICE_MISSING,74,wireless,57191,1245.6935673543817,0.006403942287344544,35718
PRICE_MISSING,75,does,56849,1238.2443673048076,0.006400729153348057,35718
PRICE_MISSING,76,didn't,56562,1231.9931380234398,0.0063980177989853,35718
PRICE_MISSING,77,problem,56431,1229.139789466439,0.00639677563598613,35718
PRICE_MISSING,78,different,56365,1227.7022245445914,0.006396148720606687,35718
PRICE_MISSING,79,say,56324,1226.8091917901102,0.006395758903414752,35718
PRICE_MISSING,80,charging,56318,1226.6785040699424,0.006395701833196202,35718
PRICE_MISSING,81,need,56234,1224.8488759875909,0.006394902211097667,35718
PRICE_MISSING,82,listen,55840,1216.2670490298942,0.006391135591373389,35718
PRICE_MISSING,83,small,55082,1199.756833715341,0.0063838138073791075,35718
PRICE_MISSING,84,make,54886,1195.4877015231873,0.006381904179077605,35718
PRICE_MISSING,85,perfect,54409,1185.0980277698336,0.006377228125486573,35718
PRICE_MISSING,86,lot,53845,1172.8133820740447,0.006371646024119147,35718
PRICE_MISSING,87,feel,53650,1168.5660311685858,0.006369702430513805,35718
PRICE_MISSING,88,think,53551,1166.4096837858142,0.006368712977628495,35718
PRICE_MISSING,89,overall,52829,1150.6835947922687,0.006361441167714365,35718
PRICE_MISSING,90,worked,52294,1139.0306064106246,0.006355988382098656,35718
PRICE_MISSING,91,looking,51629,1124.546050758675,0.0063491323232667575,35718
PRICE_MISSING,92,year,50895,1108.5585863247934,0.006341461595394416,35718
PRICE_MISSING,93,purchased,50528,1100.5648541078526,0.0063375846458848485,35718
PRICE_MISSING,94,thing,49984,1088.7158341459567,0.006331785769333595,35718
PRICE_MISSING,95,they're,49875,1086.3416738962387,0.0063306162750709685,35718
PRICE_MISSING,96,fine,49852,1085.8407043022614,0.006330369174512591,35718
PRICE_MISSING,97,bad,49521,1078.6310984063286,0.0063268003940172525,35718
PRICE_MISSING,98,doesn't,48596,1058.4834082137668,0.006316699286900106,35718
PRICE_MISSING,99,worth,48188,1049.596643242345,0.006312182622668245,35718
PRICE_MISSING,100,purchase,47818,1041.5375671653203,0.006308053439613304,35718
PRICE_AVAILABLE,1,sound,929125,15638.075297082194,0.0075723683677698965,11401
PRICE_AVAILABLE,2,great,659619,11102.027810451835,0.007396398422818034,11401
PRICE_AVAILABLE,3,good,565092,9511.04667916456,0.007316948724544893,11401
PRICE_AVAILABLE,4,quality,541060,9106.564800472803,0.007294625917027985,11401
PRICE_AVAILABLE,5,ear,428607,7213.871695257913,0.00717494849974802,11401
PRICE_AVAILABLE,6,like,332805,5601.43107681468,0.007045001015003444,11401
PRICE_AVAILABLE,7,just,307519,5175.8431613436505,0.007004411709722255,11401
PRICE_AVAILABLE,8,sound quality,298917,5031.063154664785,0.006989838709994659,11401
PRICE_AVAILABLE,9,price,291690,4909.425732173718,0.006977267227179391,11401
PRICE_AVAILABLE,10,noise,273530,4603.775311191597,0.006944249042548829,11401
PRICE_AVAILABLE,11,work,273378,4601.2170037032,0.006943963523763879,11401
PRICE_AVAILABLE,12,pair,271355,4567.16795074908,0.006940148304015173,11401
PRICE_AVAILABLE,13,ears,239483,4030.731264761077,0.0068759688578232565,11401
PRICE_AVAILABLE,14,battery,233182,3924.679320784846,0.006862273066608296,11401
PRICE_AVAILABLE,15,really,228914,3852.8447394659206,0.006852784296708049,11401
PRICE_AVAILABLE,16,comfortable,223858,3767.747353536097,0.006841311985486363,11401
PRICE_AVAILABLE,17,music,209524,3526.4922249921697,0.006807321267877769,11401
PRICE_AVAILABLE,18,fit,205147,3452.823067908539,0.006796477146345149,11401
PRICE_AVAILABLE,19,love,202766,3412.7485275804315,0.006790480586873148,11401
PRICE_AVAILABLE,20,time,191167,3217.5261028573245,0.006760223361475365,11401
PRICE_AVAILABLE,21,phone,186989,3147.206308867055,0.006748872718181101,11401
PRICE_AVAILABLE,22,better,183322,3085.487140709487,0.006738699371203457,11401
PRICE_AVAILABLE,23,don't,179591,3022.6907904515415,0.006728137438678119,11401
PRICE_AVAILABLE,24,buds,177778,2992.1762412642847,0.006722925611372659,11401
PRICE_AVAILABLE,25,bass,165680,2788.5551623522974,0.006686724240299104,11401
PRICE_AVAILABLE,26,case,161082,2711.1663608283,0.006672267464306461,11401
PRICE_AVAILABLE,27,life,156575,2635.309177603277,0.0066576906159274305,11401
PRICE_AVAILABLE,28,i'm,155700,2620.5820785746782,0.006654812042338628,11401
PRICE_AVAILABLE,29,hear,152877,2573.0682493658383,0.006645413406864186,11401
PRICE_AVAILABLE,30,i've,143259,2411.1879768434796,0.006612036068275217,11401
PRICE_AVAILABLE,31,volume,141589,2383.080256411754,0.006606013057551783,11401
PRICE_AVAILABLE,32,battery life,139178,2342.500786974095,0.0065971910548210805,11401
PRICE_AVAILABLE,33,it's,137825,2319.728484133301,0.006592173153210245,11401
PRICE_AVAILABLE,34,easy,131343,2210.630134529441,0.006567428866644269,11401
PRICE_AVAILABLE,35,charge,131034,2205.4293647010554,0.006566218997831411,11401
PRICE_AVAILABLE,36,right,127437,2144.8883644657753,0.0065519214348877045,11401
PRICE_AVAILABLE,37,long,126517,2129.4038717728486,0.0065481997462779416,11401
PRICE_AVAILABLE,38,bluetooth,124274,2091.6520053486806,0.0065390114652392394,11401
PRICE_AVAILABLE,39,set,122271,2057.9395718009278,0.006530665056116697,11401
PRICE_AVAILABLE,40,got,122070,2054.55654676693,0.006529819961817208,11401
PRICE_AVAILABLE,41,little,121961,2052.7219710022246,0.006529361094748487,11401
PRICE_AVAILABLE,42,recommend,121313,2041.815502235902,0.006526624656193604,11401
PRICE_AVAILABLE,43,best,119924,2018.437284463646,0.006520709469041562,11401
PRICE_AVAILABLE,44,nice,118188,1989.218719990906,0.006513219474575946,11401
PRICE_AVAILABLE,45,working,116615,1962.7436036800646,0.006506337121607335,11401
PRICE_AVAILABLE,46,works,102217,1720.41129303576,0.006438647114140543,11401
PRICE_AVAILABLE,47,pretty,100547,1692.3035726040343,0.006430185741825735,11401
PRICE_AVAILABLE,48,head,99127,1668.4035947519083,0.006422879744453265,11401
PRICE_AVAILABLE,49,far,99042,1666.9729622748443,0.00642243909970515,11401
PRICE_AVAILABLE,50,months,94485,1590.2742305339013,0.006398244239648645,11401
PRICE_AVAILABLE,51,amazing,92639,1559.2042593261374,0.006388109288558316,11401
PRICE_AVAILABLE,52,wear,91840,1545.756314041737,0.006383659822246826,11401
PRICE_AVAILABLE,53,charging,91357,1537.6269553779503,0.0063809512829347955,11401
PRICE_AVAILABLE,54,hours,90805,1528.336259762194,0.0063778382193953416,11401
PRICE_AVAILABLE,55,listening,90642,1525.5928116002954,0.006376915343520876,11401
PRICE_AVAILABLE,56,way,88554,1490.4497455754788,0.006364944432495825,11401
PRICE_AVAILABLE,57,audio,88442,1488.564676899818,0.006364294362692748,11401
PRICE_AVAILABLE,58,day,87388,1470.8248341842257,0.006358136100143778,11401
PRICE_AVAILABLE,59,stay,86762,1460.2886467649082,0.006354443280573176,11401
PRICE_AVAILABLE,60,ear buds,86273,1452.0583022792111,0.0063515400507145004,11401
PRICE_AVAILABLE,61,great sound,84656,1424.8426232743607,0.006341821251995358,11401
PRICE_AVAILABLE,62,did,84307,1418.9686146332394,0.006339699279274981,11401
PRICE_AVAILABLE,63,headset,83730,1409.2571447595233,0.006336171690398634,11401
PRICE_AVAILABLE,64,tried,83708,1408.8868634125186,0.0063360367089703405,11401
PRICE_AVAILABLE,65,excellent,83178,1399.9664491437672,0.006332774116811743,11401
PRICE_AVAILABLE,66,wireless,81931,1378.9782291567242,0.006325015052920694,11401
PRICE_AVAILABLE,67,left,79927,1345.248964638653,0.0063122949359666735,11401
PRICE_AVAILABLE,68,perfect,79495,1337.977985461105,0.006309511111032429,11401
PRICE_AVAILABLE,69,sounds,78256,1317.124413236609,0.006301442226890347,11401
PRICE_AVAILABLE,70,need,78113,1314.717584481078,0.006300502739698849,11401
PRICE_AVAILABLE,71,money,77867,1310.5771657827518,0.006298882527435672,11401
PRICE_AVAILABLE,72,listen,77094,1297.5668257266298,0.006293757855722293,11401
PRICE_AVAILABLE,73,bit,76428,1286.357399494576,0.006289301173197702,11401
PRICE_AVAILABLE,74,clear,75586,1272.1857224864843,0.006283610831973805,11401
PRICE_AVAILABLE,75,can't,75498,1270.7045970984652,0.006283012462250567,11401
PRICE_AVAILABLE,76,want,75428,1269.5264291761775,0.006282535988068854,11401
PRICE_AVAILABLE,77,new,72397,1218.511758141111,0.0062614689109725145,11401
PRICE_AVAILABLE,78,different,71857,1209.4230341691755,0.006257623229696703,11401
PRICE_AVAILABLE,79,bose,69350,1167.22779158095,0.006239382210157508,11401
PRICE_AVAILABLE,80,overall,69309,1166.5377217978958,0.00623907844275373,11401
PRICE_AVAILABLE,81,small,69192,1164.568498270643,0.0062382106052391,11401
PRICE_AVAILABLE,82,feel,68854,1158.8796303030242,0.006235695251294642,11401
PRICE_AVAILABLE,83,definitely,68846,1158.7449825404772,0.006235635566815112,11401
PRICE_AVAILABLE,84,say,68720,1156.6242802803588,0.006234694620337464,11401
PRICE_AVAILABLE,85,year,68077,1145.8019663656285,0.006229865778711385,11401
PRICE_AVAILABLE,86,does,66908,1126.1265620634204,0.006220968745295484,11401
PRICE_AVAILABLE,87,they're,66872,1125.5206471319582,0.006220692295238734,11401
PRICE_AVAILABLE,88,loud,66702,1122.6593821778301,0.006219384822663512,11401
PRICE_AVAILABLE,89,cancellation,66608,1121.0772709679006,0.0062186604358083365,11401
PRICE_AVAILABLE,90,make,66572,1120.4713560364385,0.006218382740293995,11401
PRICE_AVAILABLE,91,lot,66448,1118.384315716957,0.006217425082756478,11401
PRICE_AVAILABLE,92,happy,65660,1105.121511106059,0.006211297239977003,11401
PRICE_AVAILABLE,93,purchase,65219,1097.699053195645,0.006207835649967034,11401
PRICE_AVAILABLE,94,worth,65043,1094.7368024196069,0.0062064476145299256,11401
PRICE_AVAILABLE,95,calls,64314,1082.4670250574943,0.00620065802792478,11401
PRICE_AVAILABLE,96,cord,64206,1080.6492802631071,0.006199794734357913,11401
PRICE_AVAILABLE,97,ones,63927,1075.953439544274,0.0061975578205055466,11401
PRICE_AVAILABLE,98,think,63733,1072.6882313025046,0.006195996641911206,11401
PRICE_AVAILABLE,99,problem,63392,1066.9488704239304,0.006193240955348785,11401
PRICE_AVAILABLE,100,issue,63111,1062.2193677644605,0.006190958976718514,11401
